docId	annotSet	annotType	annotId	text	other
S0032063312003054-1990	1	Quantity	T1	12 min	"{""unit"": ""min""}"
S0032063312003054-1990	1	MeasuredEntity	T2	ELS spectrogram	"{""HasQuantity"": ""T1""}"
S0032063312003054-1990	1	MeasuredProperty	T3	time interval	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0032063312003054-1990	2	Quantity	T4	2-min	"{""unit"": ""min""}"
S0032063312003054-1990	2	MeasuredEntity	T5	inverted-V structure	"{""HasQuantity"": ""T4""}"
S0032063312003054-1990	2	MeasuredProperty	T6	interval	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0032063312003054-1990	2	Qualifier	T7	at the centre of the spectrogram	"{""Qualifies"": ""T6""}"
S0032063312003054-1990	3	Quantity	T8	approximately 60 eV	"{""unit"": ""eV"", ""mods"": [""IsApproximate""]}"
S0032063312003054-1990	3	MeasuredEntity	T9	peak	"{""HasQuantity"": ""T8""}"
S0032063312003054-1990	3	MeasuredProperty	T10	energy	"{""HasQuantity"": ""T8"", ""HasProperty"": ""T9""}"
