docId	annotSet	annotType	annotId	text	other
S0378112713005288-1800	1	Quantity	T1	2 × 2 m	"{""unit"": ""m"", ""mods"": [""IsRange""]}"
S0378112713005288-1800	1	MeasuredEntity	T2	temporary quadrats	"{""HasQuantity"": ""T1""}"
S0378112713005288-1800	2	Quantity	T3	1140 quadrats	"{""mods"": [""IsCount""]}"
S0378112713005288-1800	2	MeasuredEntity	T4	quadrats	"{""HasQuantity"": ""T3""}"
S0378112713005288-1800	3	Quantity	T5	⩽50 cm	"{""unit"": ""cm"", ""mods"": [""IsRange""]}"
S0378112713005288-1800	3	MeasuredEntity	T6	seedlings	"{""HasQuantity"": ""T5""}"
S0378112713005288-1800	4	Quantity	T7	>50 cm	"{""unit"": ""cm"", ""mods"": [""IsRange""]}"
S0378112713005288-1800	4	MeasuredEntity	T8	saplings	"{""HasQuantity"": ""T7""}"
S0378112713005288-1800	5	Quantity	T9	<2 m	"{""unit"": ""m"", ""mods"": [""IsRange""]}"
S0378112713005288-1800	5	MeasuredEntity	T10	trees	"{""HasQuantity"": ""T9""}"
S0378112713005288-1800	6	Quantity	T11	250 m	"{""unit"": ""m""}"
S0378112713005288-1800	6	MeasuredEntity	T12	sampled plots	"{""HasQuantity"": ""T11""}"
S0378112713005288-1800	7	Quantity	T13	100%	"{""unit"": ""%""}"
S0378112713005288-1800	7	MeasuredEntity	T14	total vegetation cover	"{""HasQuantity"": ""T13""}"
S0378112713005288-1800	8	Quantity	T15	more than 100%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0378112713005288-1800	8	MeasuredEntity	T16	total vegetation cover	"{""HasQuantity"": ""T15""}"
S0378112713005288-1800	9	Quantity	T17	2 or more species	"{""mods"": [""IsCount""]}"
S0378112713005288-1800	9	MeasuredEntity	T18	vascular plant species	"{""HasQuantity"": ""T17""}"
S0378112713005288-1800	10	Quantity	T19	recently clearfelled	"{""mods"": [""IsApproximate""]}"
S0378112713005288-1800	10	MeasuredEntity	T20	sites	"{""HasQuantity"": ""T19""}"
