docId	annotSet	annotType	annotId	text	other
S0257897213007573-574	1	Quantity	T1	2 × 2 μm2	"{""unit"": ""μm2"", ""mods"": [""IsRange""]}"
S0257897213007573-574	1	MeasuredEntity	T2	as-received SiC wafer	"{""HasQuantity"": ""T1""}"
S0257897213007573-574	2	Quantity	T3	2 × 2 μm2	"{""unit"": ""μm2"", ""mods"": [""IsRange""]}"
S0257897213007573-574	2	MeasuredEntity	T4	CDC layer	"{""HasQuantity"": ""T3""}"
S0257897213007573-574	3	Quantity	T5	20 × 20 μm2	"{""unit"": ""μm2"", ""mods"": [""IsRange""]}"
S0257897213007573-574	3	MeasuredEntity	T6	dual-layer film	"{""HasQuantity"": ""T5""}"
S0257897213007573-574	4	Quantity	T7	0.22 nm	"{""unit"": ""nm""}"
S0257897213007573-574	4	MeasuredEntity	T8	SiC	"{""HasQuantity"": ""T7""}"
S0257897213007573-574	4	MeasuredProperty	T9	surface roughness	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0257897213007573-574	5	Quantity	T10	1.46 nm	"{""unit"": ""nm""}"
S0257897213007573-574	5	MeasuredEntity	T11	CDC	"{""HasQuantity"": ""T10""}"
S0257897213007573-574	5	MeasuredProperty	T12	surface roughness	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S0257897213007573-574	6	Quantity	T13	54.68 nm	"{""unit"": ""nm""}"
S0257897213007573-574	6	MeasuredEntity	T14	dual-layer film	"{""HasQuantity"": ""T13""}"
S0257897213007573-574	6	MeasuredProperty	T15	roughness	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
