docId	annotSet	annotType	annotId	text	other
S0019103512004009-5271	1	Quantity	T1	3.5Rp	"{""unit"": ""Rp""}"
S0019103512004009-5271	1	MeasuredEntity	T2	heavy neutral atoms such as O	"{""HasProperty"": ""T3""}"
S0019103512004009-5271	1	MeasuredProperty	T3	transport	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0019103512004009-5271	1	Qualifier	T4	below 3.5Rp	"{""Qualifies"": ""T3""}"
S0019103512004009-5271	2	Quantity	T5	6 × 10^6 kg s−1	"{""unit"": ""kg s−1""}"
S0019103512004009-5271	2	MeasuredEntity	T6	diffusive separation of O	"{""HasProperty"": ""T7""}"
S0019103512004009-5271	2	MeasuredProperty	T7	mass loss rate	"{""HasQuantity"": ""T5"", ""HasProperty"": ""T6""}"
S0019103512004009-5271	3	Quantity	T8	>10^7 kg s−1	"{""unit"": ""kg s−1"", ""mods"": [""IsRange""]}"
S0019103512004009-5271	3	MeasuredEntity	T9	our models	"{""HasProperty"": ""T10""}"
S0019103512004009-5271	3	MeasuredProperty	T10	mass loss rate	"{""HasQuantity"": ""T8"", ""HasProperty"": ""T9""}"
S0019103512004009-5271	4	Quantity	T11	≳ 10−4	"{""unit"": ""ratio"", ""mods"": [""IsRange""]}"
S0019103512004009-5271	4	MeasuredEntity	T12	transport of heavy ions such as Si+	"{""HasProperty"": ""T13""}"
S0019103512004009-5271	4	MeasuredProperty	T13	ratio [H+]/[H]	"{""HasQuantity"": ""T11"", ""HasProperty"": ""T12""}"
