docId	annotSet	annotType	annotId	text	other
S0927024813002961-1334	1	Quantity	T1	less than 5%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0927024813002961-1334	1	MeasuredEntity	T2	annual energy prediction	"{""HasQuantity"": ""T1""}"
S0927024813002961-1334	2	Quantity	T3	650–750 W/m2	"{""unit"": ""W/m2"", ""mods"": [""IsRange""]}"
S0927024813002961-1334	2	MeasuredEntity	T4	devices	"{""HasProperty"": ""T5""}"
S0927024813002961-1334	2	MeasuredProperty	T5	irradiance	"{""HasQuantity"": ""T3""}"
S0927024813002961-1334	3	Quantity	T6	700 W/m2	"{""unit"": ""W/m2""}"
S0927024813002961-1334	3	MeasuredEntity	T7	devices	"{""HasProperty"": ""T8""}"
S0927024813002961-1334	3	MeasuredProperty	T8	irradiance	"{""HasQuantity"": ""T6""}"
S0927024813002961-1334	3	Qualifier	T9	using bi-linear interpolation	"{""Qualifies"": ""T6""}"
S0927024813002961-1334	3	Qualifier	T10	there is a statistically significant number of data points in each month of the year	"{""Qualifies"": ""T6""}"
S0927024813002961-1334	3	Qualifier	T11	fewer outliers to affect the analysis	"{""Qualifies"": ""T6""}"
S0927024813002961-1334	4	Quantity	T12	25 °C	"{""unit"": ""°C""}"
S0927024813002961-1334	4	MeasuredEntity	T13	devices	"{""HasProperty"": ""T14""}"
S0927024813002961-1334	4	MeasuredProperty	T14	temperature	"{""HasQuantity"": ""T12""}"
S0927024813002961-1334	4	Qualifier	T15	using bi-linear interpolation	"{""Qualifies"": ""T12""}"
