docId	annotSet	annotType	annotId	text	other
S175058361300203X-1542	1	Quantity	T1	34–38 °C	"{""unit"": ""°C"", ""mods"": [""IsRange""]}"
S175058361300203X-1542	1	MeasuredEntity	T2	sandstones saturated with brine	"{""HasQuantity"": ""T1""}"
S175058361300203X-1542	1	MeasuredProperty	T3	temperatures	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S175058361300203X-1542	1	Qualifier	T4	in the range of	"{""Qualifies"": ""T1""}"
S175058361300203X-1542	2	Quantity	T5	less than 5 m/s	"{""unit"": ""m/s"", ""mods"": [""IsApproximate""]}"
S175058361300203X-1542	2	MeasuredEntity	T6	scenarios at the Ketzin site	"{""HasQuantity"": ""T5""}"
S175058361300203X-1542	2	MeasuredProperty	T7	difference in Vp	"{""HasQuantity"": ""T5"", ""HasProperty"": ""T6""}"
S175058361300203X-1542	3	Quantity	T8	50%	"{""unit"": ""%""}"
S175058361300203X-1542	3	MeasuredEntity	T9	scenarios	"{""HasQuantity"": ""T8""}"
S175058361300203X-1542	3	MeasuredProperty	T10	CO2 saturation	"{""HasQuantity"": ""T8"", ""HasProperty"": ""T9""}"
S175058361300203X-1542	4	Quantity	T11	±5%	"{""unit"": ""%"", ""mods"": [""HasTolerance""]}"
S175058361300203X-1542	4	MeasuredEntity	T12	petrophysical experiments	"{""HasQuantity"": ""T11""}"
S175058361300203X-1542	4	MeasuredProperty	T13	error in CO2 saturation	"{""HasQuantity"": ""T11"", ""HasProperty"": ""T12""}"
S175058361300203X-1542	4	Qualifier	T14	uncertainties	"{""Qualifies"": ""T12""}"
S175058361300203X-1542	5	Quantity	T15	±70 m/s	"{""unit"": ""m/s"", ""mods"": [""HasTolerance""]}"
S175058361300203X-1542	5	MeasuredEntity	T12	petrophysical experiments	"{""HasQuantity"": ""T15""}"
S175058361300203X-1542	5	MeasuredProperty	T16	Vp	"{""HasQuantity"": ""T15"", ""HasProperty"": ""T12""}"
S175058361300203X-1542	6	Quantity	T17	34 and 38 °C	"{""unit"": ""°C"", ""mods"": [""IsList""]}"
S175058361300203X-1542	6	MeasuredEntity	T18	temperature scenarios	"{""HasQuantity"": ""T17""}"
S175058361300203X-1542	6	MeasuredProperty	T19	temperature	"{""HasQuantity"": ""T17"", ""HasProperty"": ""T18""}"
