docId	annotSet	annotType	annotId	text	other
S016412121300188X-4392	1	MeasuredProperty	T2	Hashed Slice Precision	"{""HasProperty"": ""T1""}"
S016412121300188X-4392	1	Quantity	T3	1.00	"{""mods"": [""IsCount""]}"
S016412121300188X-4392	1	MeasuredProperty	T4	precision	"{""HasQuantity"": ""T3"", ""HasProperty"": ""T2""}"
S016412121300188X-4392	2	MeasuredProperty	T5	100% accurate	"{""HasProperty"": ""T1""}"
S016412121300188X-4392	2	Quantity	T6	100%	"{""unit"": ""%"", ""mods"": [""IsCount""]}"
S016412121300188X-4392	2	MeasuredProperty	T7	accuracy	"{""HasQuantity"": ""T6"", ""HasProperty"": ""T5""}"
S016412121300188X-4392	3	Quantity	T8	1/US	"{""mods"": [""IsCount""]}"
S016412121300188X-4392	3	MeasuredProperty	T9	precision	"{""HasQuantity"": ""T8"", ""HasProperty"": ""T2""}"
S016412121300188X-4392	4	Quantity	T10	1	"{""mods"": [""IsCount""]}"
S016412121300188X-4392	4	MeasuredEntity	T11	hash function	"{""HasQuantity"": ""T10""}"
S016412121300188X-4392	4	MeasuredProperty	T12	UH	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S016412121300188X-4392	5	Qualifier	T13	whereas a precision of 1/US means that the hash function produces the same hash value for every slice leaving UH = 1	"{""Qualifies"": ""T9""}"
S016412121300188X-4392	5	Qualifier	T14	i.e., it produces a unique hash value for every distinct slice	"{""Qualifies"": ""T5""}"
