docId	annotSet	annotType	annotId	text	other
S0022459611006116-1257	1	Quantity	T1	1323 K	"{""unit"": ""K""}"
S0022459611006116-1257	1	MeasuredEntity	T2	An off-white powder, Mg3NF3 (1)	"{""HasQuantity"": ""T1""}"
S0022459611006116-1257	1	MeasuredProperty	T3	temperature	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0022459611006116-1257	2	Quantity	T4	4.2153(4) Å	"{""unit"": ""Å"", ""mods"": [""HasTolerance""]}"
S0022459611006116-1257	2	MeasuredEntity	T5	cubic unit cell	"{""HasQuantity"": ""T4""}"
S0022459611006116-1257	2	MeasuredProperty	T6	cell parameter	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0022459611006116-1257	3	Quantity	T7	4.216 Å	"{""unit"": ""Å""}"
S0022459611006116-1257	3	MeasuredEntity	T8	literature value	"{""HasQuantity"": ""T7""}"
S0022459611006116-1257	3	MeasuredProperty	T9	cell parameter	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0022459611006116-1257	4	Quantity	T10	1.1(2) wt%	"{""unit"": ""wt%"", ""mods"": [""HasTolerance""]}"
S0022459611006116-1257	4	MeasuredEntity	T11	MgF2 reagent	"{""HasQuantity"": ""T10""}"
S0022459611006116-1257	4	MeasuredProperty	T12	phase fraction	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S0022459611006116-1257	5	Quantity	T13	9.36 fm	"{""unit"": ""fm""}"
S0022459611006116-1257	5	MeasuredEntity	T14	N	"{""HasQuantity"": ""T13""}"
S0022459611006116-1257	5	MeasuredProperty	T15	coherent neutron scattering length	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
S0022459611006116-1257	6	Quantity	T16	5.65 fm	"{""unit"": ""fm""}"
S0022459611006116-1257	6	MeasuredEntity	T17	F	"{""HasQuantity"": ""T16""}"
S0022459611006116-1257	6	MeasuredProperty	T18	coherent neutron scattering length	"{""HasQuantity"": ""T16"", ""HasProperty"": ""T17""}"
S0022459611006116-1257	7	Quantity	T19	145°	"{""unit"": ""°""}"
S0022459611006116-1257	7	MeasuredEntity	T20	backscattering bank	"{""HasQuantity"": ""T19""}"
S0022459611006116-1257	7	MeasuredProperty	T21	angle	"{""HasQuantity"": ""T19"", ""HasProperty"": ""T20""}"
