docId	annotSet	annotType	annotId	text	other
S2213158213000582-1183	1	Quantity	T1	100 ms	"{""unit"": ""ms"", ""mods"": []}"
S2213158213000582-1183	1	MeasuredEntity	T2	auditory amplitudes	"{""HasQuantity"": ""T1""}"
S2213158213000582-1183	1	MeasuredProperty	T3	smaller	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S2213158213000582-1183	2	Quantity	T4	1 s	"{""unit"": ""s"", ""mods"": []}"
S2213158213000582-1183	2	MeasuredEntity	T5	interstimulus intervals	"{""HasQuantity"": ""T4""}"
S2213158213000582-1183	2	MeasuredProperty	T6	greater than	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S2213158213000582-1183	3	Quantity	T7	N = 142	"{""unit"": """", ""mods"": [""IsCount""]}"
S2213158213000582-1183	3	MeasuredEntity	T8	SZ	"{""HasQuantity"": ""T7""}"
S2213158213000582-1183	4	Quantity	T9	N = 221	"{""unit"": """", ""mods"": [""IsCount""]}"
S2213158213000582-1183	4	MeasuredEntity	T10	HC	"{""HasQuantity"": ""T9""}"
S2213158213000582-1183	5	Quantity	T11	N = 79	"{""unit"": """", ""mods"": [""IsCount""]}"
S2213158213000582-1183	5	MeasuredEntity	T12	SZ	"{""HasQuantity"": ""T11""}"
S2213158213000582-1183	6	Quantity	T13	N = 73	"{""unit"": """", ""mods"": [""IsCount""]}"
S2213158213000582-1183	6	MeasuredEntity	T14	HC	"{""HasQuantity"": ""T13""}"
