docId	annotSet	annotType	annotId	text	other
S0006322312001096-1230	1	Quantity	T1	5-year	"{""unit"": ""years"", ""mods"": [""IsCount""]}"
S0006322312001096-1230	1	MeasuredEntity	T2	data cycles	"{""HasQuantity"": ""T1""}"
S0006322312001096-1230	2	Quantity	T1	12.1%	"{""unit"": ""%""}"
S0006322312001096-1230	2	MeasuredEntity	T2	participants without GHQ symptoms	"{""HasQuantity"": ""T1""}"
S0006322312001096-1230	2	MeasuredProperty	T3	developed such symptoms	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0006322312001096-1230	2	Qualifier	T4	Across the 5-year data cycles	"{""Qualifies"": ""T1""}"
S0006322312001096-1230	3	Quantity	T1	4.6%	"{""unit"": ""%""}"
S0006322312001096-1230	3	MeasuredEntity	T2	those without CES-D depressive symptoms	"{""HasQuantity"": ""T1""}"
S0006322312001096-1230	3	MeasuredProperty	T3	had such symptoms at follow-up	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0006322312001096-1230	3	Qualifier	T4	Across the 5-year data cycles	"{""Qualifies"": ""T1""}"
S0006322312001096-1230	4	Quantity	T1	2.1%	"{""unit"": ""%""}"
S0006322312001096-1230	4	MeasuredEntity	T2	those not on antidepressant treatment	"{""HasQuantity"": ""T1""}"
S0006322312001096-1230	4	MeasuredProperty	T3	started such medication	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0006322312001096-1230	4	Qualifier	T4	Across the 5-year data cycles	"{""Qualifies"": ""T1""}"
S0006322312001096-1230	5	Quantity	T1	5.4%	"{""unit"": ""%""}"
S0006322312001096-1230	5	MeasuredEntity	T2	cases of GHQ symptoms	"{""HasQuantity"": ""T1""}"
S0006322312001096-1230	5	MeasuredProperty	T3	used antidepressant medication	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0006322312001096-1230	6	Quantity	T1	9.2%	"{""unit"": ""%""}"
S0006322312001096-1230	6	MeasuredEntity	T2	those with CES-D depressive symptoms	"{""HasQuantity"": ""T1""}"
S0006322312001096-1230	6	MeasuredProperty	T3	corresponding proportion	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0006322312001096-1230	7	Quantity	T1	47.4%	"{""unit"": ""%""}"
S0006322312001096-1230	7	MeasuredEntity	T2	participants with GHQ symptoms	"{""HasQuantity"": ""T1""}"
S0006322312001096-1230	7	MeasuredProperty	T3	had CES-D depressive symptoms	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0006322312001096-1230	8	Quantity	T1	r = .64	"{""unit"": ""r""}"
S0006322312001096-1230	8	MeasuredProperty	T2	Pearson correlation	"{""HasQuantity"": ""T1""}"
S0006322312001096-1230	8	Qualifier	T3	at phase 7	"{""Qualifies"": ""T1""}"
S0006322312001096-1230	8	Quantity	T4	p < .001	"{""unit"": ""p""}"
S0006322312001096-1230	8	MeasuredProperty	T5	p-value	"{""HasQuantity"": ""T4""}"
S0006322312001096-1230	9	Quantity	T1	59.9%	"{""unit"": ""%""}"
S0006322312001096-1230	9	MeasuredEntity	T2	participants with CES-D depressive symptoms	"{""HasQuantity"": ""T1""}"
S0006322312001096-1230	9	MeasuredProperty	T3	had GHQ symptoms	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
