docId	annotSet	annotType	annotId	text	other
S0032063312002437-627	1	Quantity	T1	a large number	"{""mods"": [""IsCount""]}"
S0032063312002437-627	1	MeasuredEntity	T2	orbits	"{""HasQuantity"": ""T1""}"
S0032063312002437-627	1	MeasuredProperty	T3	number	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0032063312002437-627	2	Quantity	T4	192 s	"{""unit"": ""s""}"
S0032063312002437-627	2	MeasuredEntity	T5	cycle	"{""HasQuantity"": ""T4""}"
S0032063312002437-627	2	MeasuredProperty	T6	duration	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0032063312002437-627	3	Quantity	T7	15	"{""mods"": [""IsCount""]}"
S0032063312002437-627	3	MeasuredEntity	T8	mass channel number	"{""HasQuantity"": ""T7""}"
S0032063312002437-627	3	MeasuredProperty	T9	maximum ion count	"{""HasProperty"": ""T8"", ""HasQuantity"": ""T7""}"
S0032063312002437-627	3	Qualifier	T10	or less	"{""Qualifies"": ""T7""}"
