docId	annotSet	annotType	annotId	text	other
S0927024813002420-1032	1	Quantity	T1	four main parameters	"{""mods"": [""IsCount""]}"
S0927024813002420-1032	1	MeasuredEntity	T2	parameters	"{""HasQuantity"": ""T1""}"
S0927024813002420-1032	2	Quantity	T3	80 vol%	"{""unit"": ""vol%""}"
S0927024813002420-1032	2	MeasuredEntity	T4	BHJ	"{""HasQuantity"": ""T3""}"
S0927024813002420-1032	2	MeasuredProperty	T5	composition	"{""HasQuantity"": ""T3"", ""HasProperty"": ""T4""}"
S0927024813002420-1032	3	Quantity	T6	70 nm	"{""unit"": ""nm""}"
S0927024813002420-1032	3	MeasuredEntity	T7	active layer	"{""HasQuantity"": ""T6""}"
S0927024813002420-1032	3	MeasuredProperty	T8	thickness	"{""HasQuantity"": ""T6"", ""HasProperty"": ""T7""}"
S0927024813002420-1032	4	Quantity	T9	2–3 mA/cm²	"{""unit"": ""mA/cm²"", ""mods"": [""IsRange"", ""IsApproximate""]}"
S0927024813002420-1032	4	MeasuredEntity	T10	device	"{""HasQuantity"": ""T9""}"
S0927024813002420-1032	4	MeasuredProperty	T11	Jsc	"{""HasQuantity"": ""T9"", ""HasProperty"": ""T10""}"
S0927024813002420-1032	5	Quantity	T12	0.40–0.45 V	"{""unit"": ""V"", ""mods"": [""IsRange"", ""IsApproximate""]}"
S0927024813002420-1032	5	MeasuredEntity	T13	device	"{""HasQuantity"": ""T12""}"
S0927024813002420-1032	5	MeasuredProperty	T14	Voc	"{""HasQuantity"": ""T12"", ""HasProperty"": ""T13""}"
