docId	annotSet	annotType	annotId	text	other
S0960148113002048-3775	1	Quantity	T1	Eq. (29)	"{""mods"": [""IsCount""]}"
S0960148113002048-3775	1	MeasuredEntity	T2	generator	"{""HasProperty"": ""T3""}"
S0960148113002048-3775	1	MeasuredProperty	T3	efficiency	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0960148113002048-3775	2	Quantity	T4	Fig. 13	"{""mods"": [""IsCount""]}"
S0960148113002048-3775	2	MeasuredProperty	T3	efficiency	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T2""}"
S0960148113002048-3775	3	Quantity	T5	0.01–0.03 Hz	"{""unit"": ""Hz"", ""mods"": [""IsRange""]}"
S0960148113002048-3775	3	MeasuredEntity	T6	wind frequencies	"{""HasQuantity"": ""T5""}"
S0960148113002048-3775	4	Quantity	T7	0.003 Hz	"{""unit"": ""Hz""}"
S0960148113002048-3775	4	Qualifier	T8	above 0.003 Hz	"{""Qualifies"": ""T7""}"
S0960148113002048-3775	5	Quantity	T9	Figs. 10 and 11	"{""mods"": [""IsList"", ""IsCount""]}"
S0960148113002048-3775	5	MeasuredEntity	T10	energy capture	"{""HasQuantity"": ""T9""}"
