docId	annotSet	annotType	annotId	text	other
S0019103513005058-3154	1	Quantity	T1	1.3 ± 0.5 wt.%	"{""unit"": ""wt.%"", ""mods"": [""HasTolerance""]}"
S0019103513005058-3154	1	MeasuredEntity	T2	soluble sulfate	"{""HasProperty"": ""T3""}"
S0019103513005058-3154	1	MeasuredProperty	T3	concentration	"{""HasQuantity"": ""T1""}"
S0019103513005058-3154	2	Quantity	T4	∼0.5 wt.%	"{""unit"": ""wt.%"", ""mods"": [""IsApproximate""]}"
S0019103513005058-3154	2	MeasuredEntity	T5	soil	"{""HasProperty"": ""T6""}"
S0019103513005058-3154	2	MeasuredProperty	T6	concentration of perchlorate	"{""HasQuantity"": ""T4""}"
S0019103513005058-3154	3	Quantity	T7	1000 times	"{""mods"": [""IsCount""]}"
S0019103513005058-3154	3	MeasuredEntity	T8	perchlorate-sensitive electrode	"{""HasProperty"": ""T9""}"
S0019103513005058-3154	3	MeasuredProperty	T9	sensitivity	"{""HasQuantity"": ""T7""}"
S0019103513005058-3154	4	Quantity	T10	⩽1.6%	"{""unit"": ""%"", ""mods"": [""IsRange""]}"
S0019103513005058-3154	4	MeasuredEntity	T11	Viking 1 and Viking 2 landing sites	"{""HasProperty"": ""T12""}"
S0019103513005058-3154	4	MeasuredProperty	T12	perchlorate content	"{""HasQuantity"": ""T10""}"
S0019103513005058-3154	4	Qualifier	T13	reanalysis of the Viking thermal volatilization experiments	"{""Qualifies"": ""T10""}"
S0019103513005058-3154	5	Quantity	T14	<1 ppm	"{""unit"": ""ppm"", ""mods"": [""IsRange""]}"
S0019103513005058-3154	5	MeasuredEntity	T15	martian meteorite EETA79001	"{""HasProperty"": ""T16""}"
S0019103513005058-3154	5	MeasuredProperty	T16	level	"{""HasQuantity"": ""T14""}"
