docId	annotSet	annotType	annotId	text	other
S0038071711004354-1644	1	Quantity	T1	14.8 °C	"{""mods"": [""IsMean""], ""unit"": ""°C""}"
S0038071711004354-1644	1	MeasuredEntity	T2	site	"{""HasQuantity"": ""T1""}"
S0038071711004354-1644	1	MeasuredProperty	T3	mean annual temperature	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0038071711004354-1644	2	Quantity	T4	898 mm	"{""mods"": [""IsMean""], ""unit"": ""mm""}"
S0038071711004354-1644	2	MeasuredEntity	T5	site	"{""HasQuantity"": ""T4""}"
S0038071711004354-1644	2	MeasuredProperty	T6	mean annual precipitation	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0038071711004354-1644	3	Quantity	T7	2–5 cm	"{""mods"": [""IsRange""], ""unit"": ""cm""}"
S0038071711004354-1644	3	MeasuredEntity	T8	O horizon	"{""HasQuantity"": ""T7""}"
S0038071711004354-1644	3	MeasuredProperty	T9	thickness	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0038071711004354-1644	4	Quantity	T10	0.1 m	"{""unit"": ""m""}"
S0038071711004354-1644	4	MeasuredEntity	T11	mineral soil	"{""HasQuantity"": ""T10""}"
S0038071711004354-1644	4	MeasuredProperty	T12	depth	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S0038071711004354-1644	4	Qualifier	T13	uppermost	"{""Qualifies"": ""T10""}"
S0038071711004354-1644	5	Quantity	T14	93%	"{""unit"": ""%""}"
S0038071711004354-1644	5	MeasuredEntity	T15	sand	"{""HasQuantity"": ""T14""}"
S0038071711004354-1644	5	MeasuredProperty	T16	content	"{""HasQuantity"": ""T14"", ""HasProperty"": ""T15""}"
S0038071711004354-1644	6	Quantity	T17	4%	"{""unit"": ""%""}"
S0038071711004354-1644	6	MeasuredEntity	T18	clay	"{""HasQuantity"": ""T17""}"
S0038071711004354-1644	6	MeasuredProperty	T19	content	"{""HasQuantity"": ""T17"", ""HasProperty"": ""T18""}"
S0038071711004354-1644	7	Quantity	T20	3%	"{""unit"": ""%""}"
S0038071711004354-1644	7	MeasuredEntity	T21	silt	"{""HasQuantity"": ""T20""}"
S0038071711004354-1644	7	MeasuredProperty	T22	content	"{""HasQuantity"": ""T20"", ""HasProperty"": ""T21""}"
