docId	annotSet	annotType	annotId	text	other
S0032063313003218-6651	1	Quantity	T1	~1kR	"{""unit"": ""kR"", ""mods"": [""IsApproximate""]}"
S0032063313003218-6651	1	MeasuredEntity	T2	limit of present HST detectability	"{""HasQuantity"": ""T1""}"
S0032063313003218-6651	2	Quantity	T1	~74°	"{""unit"": ""°"", ""mods"": [""IsApproximate""]}"
S0032063313003218-6651	2	MeasuredEntity	T2	maxima	"{""HasProperty"": ""T3""}"
S0032063313003218-6651	2	MeasuredProperty	T3	latitude	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0032063313003218-6651	3	Quantity	T1	~80°	"{""unit"": ""°"", ""mods"": [""IsApproximate""]}"
S0032063313003218-6651	3	MeasuredEntity	T2	maxima	"{""HasProperty"": ""T3""}"
S0032063313003218-6651	3	MeasuredProperty	T3	latitude	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0032063313003218-6651	4	Quantity	T1	~88kR	"{""unit"": ""kR"", ""mods"": [""IsApproximate""]}"
S0032063313003218-6651	4	MeasuredEntity	T2	auroral oval (case ES)	"{""HasProperty"": ""T3""}"
S0032063313003218-6651	4	MeasuredProperty	T3	brightness	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0032063313003218-6651	5	Quantity	T1	~79kR	"{""unit"": ""kR"", ""mods"": [""IsApproximate""]}"
S0032063313003218-6651	5	MeasuredEntity	T2	auroral oval (case EF)	"{""HasProperty"": ""T3""}"
S0032063313003218-6651	5	MeasuredProperty	T3	brightness	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0032063313003218-6651	6	Quantity	T1	~7.85mWm−2	"{""unit"": ""mWm−2"", ""mods"": [""IsApproximate""]}"
S0032063313003218-6651	6	MeasuredEntity	T2	electron energy flux (case EF)	"{""HasProperty"": ""T3""}"
S0032063313003218-6651	6	MeasuredProperty	T3	flux	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0032063313003218-6651	7	Quantity	T1	~8.8mWm−2	"{""unit"": ""mWm−2"", ""mods"": [""IsApproximate""]}"
S0032063313003218-6651	7	MeasuredEntity	T2	electron energy flux (case ES)	"{""HasProperty"": ""T3""}"
S0032063313003218-6651	7	MeasuredProperty	T3	flux	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0032063313003218-6651	8	Quantity	T1	~10%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0032063313003218-6651	8	MeasuredEntity	T2	electron energy flux (case EF)	"{""HasQuantity"": ""T1""}"
S0032063313003218-6651	9	Quantity	T1	~15kR	"{""unit"": ""kR"", ""mods"": [""IsApproximate""]}"
S0032063313003218-6651	9	MeasuredEntity	T2	polar emission (region II/I boundary)	"{""HasProperty"": ""T3""}"
S0032063313003218-6651	9	MeasuredProperty	T3	brightness	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
