docId	annotSet	annotType	annotId	text	other
S0167577X13006393-644	1	Quantity	T1	above 1000 °C	"{""unit"": ""°C"", ""mods"": [""IsRange""]}"
S0167577X13006393-644	1	MeasuredEntity	T2	HA particles	"{""HasQuantity"": ""T1""}"
S0167577X13006393-644	1	MeasuredProperty	T3	sintering temperature	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0167577X13006393-644	1	Qualifier	T4	usually reported	"{""Qualifies"": ""T1""}"
S0167577X13006393-644	2	Quantity	T5	upto 1200 °C	"{""unit"": ""°C"", ""mods"": [""IsRange""]}"
S0167577X13006393-644	2	MeasuredEntity	T6	pure HA	"{""HasQuantity"": ""T5""}"
S0167577X13006393-644	2	MeasuredProperty	T7	stability	"{""HasQuantity"": ""T5"", ""HasProperty"": ""T6""}"
S0167577X13006393-644	2	Qualifier	T8	in an air and argon atmosphere	"{""Qualifies"": ""T6""}"
S0167577X13006393-644	2	Qualifier	T9	[18–20]	"{""Qualifies"": ""T5""}"
S0167577X13006393-644	3	Quantity	T10	as low as 800 °C	"{""unit"": ""°C"", ""mods"": [""IsApproximate""]}"
S0167577X13006393-644	3	MeasuredEntity	T11	calcium deficient HA samples	"{""HasQuantity"": ""T10""}"
S0167577X13006393-644	3	MeasuredProperty	T12	decomposition	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S0167577X13006393-644	3	Qualifier	T13	[19]	"{""Qualifies"": ""T10""}"
S0167577X13006393-644	4	Quantity	T14	1.67	"{""mods"": [""IsCount""]}"
S0167577X13006393-644	4	MeasuredEntity	T15	pure HA	"{""HasQuantity"": ""T14""}"
S0167577X13006393-644	4	MeasuredProperty	T16	ratio CaP	"{""HasQuantity"": ""T14"", ""HasProperty"": ""T15""}"
