docId	annotSet	annotType	annotId	text	other
S0168945213001805-4454	1	Quantity	T1	eight-year	"{""unit"": ""years"", ""mods"": [""IsCount""]}"
S0168945213001805-4454	1	MeasuredEntity	T2	study	"{""HasQuantity"": ""T1""}"
S0168945213001805-4454	1	Qualifier	T3	of a deciduous forest	"{""Qualifies"": ""T2""}"
S0168945213001805-4454	2	Quantity	T4	42–48%	"{""unit"": ""%"", ""mods"": [""IsRange""]}"
S0168945213001805-4454	2	MeasuredEntity	T5	net photosynthesis	"{""HasQuantity"": ""T4""}"
S0168945213001805-4454	2	MeasuredProperty	T6	increase	"{""HasProperty"": ""T5"", ""HasQuantity"": ""T4""}"
S0168945213001805-4454	2	Qualifier	T7	relative to controls	"{""Qualifies"": ""T4""}"
S0168945213001805-4454	3	Quantity	T8	15–27%	"{""unit"": ""%"", ""mods"": [""IsRange""]}"
S0168945213001805-4454	3	MeasuredEntity	T9	biomass yield	"{""HasQuantity"": ""T8""}"
S0168945213001805-4454	3	MeasuredProperty	T10	increase	"{""HasProperty"": ""T9"", ""HasQuantity"": ""T8""}"
S0168945213001805-4454	3	Qualifier	T11	in three poplar genotypes (P. alba, P. nigra, and Populus × euramericana)	"{""Qualifies"": ""T8""}"
S0168945213001805-4454	4	Quantity	T12	three	"{""mods"": [""IsCount""]}"
S0168945213001805-4454	4	MeasuredEntity	T13	poplar genotypes	"{""HasQuantity"": ""T12""}"
