docId	annotSet	annotType	annotId	text	other
S0927024813003036-1981	1	Quantity	T1	99.95%	"{""unit"": ""%"", ""mods"": []}"
S0927024813003036-1981	1	MeasuredEntity	T2	iron pieces	"{""HasQuantity"": ""T1""}"
S0927024813003036-1981	1	MeasuredProperty	T3	purity	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0927024813003036-1981	2	Quantity	T4	798 °C	"{""unit"": ""°C"", ""mods"": []}"
S0927024813003036-1981	2	MeasuredEntity	T5	furnace	"{""HasQuantity"": ""T4""}"
S0927024813003036-1981	2	MeasuredProperty	T6	temperatures	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0927024813003036-1981	3	Quantity	T7	<10 s	"{""unit"": ""s"", ""mods"": [""IsApproximate""]}"
S0927024813003036-1981	3	MeasuredEntity	T8	samples	"{""HasQuantity"": ""T7""}"
S0927024813003036-1981	3	MeasuredProperty	T9	cooling time	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0927024813003036-1981	4	Quantity	T10	∼100 °C	"{""unit"": ""°C"", ""mods"": [""IsApproximate""]}"
S0927024813003036-1981	4	MeasuredEntity	T11	samples	"{""HasQuantity"": ""T10""}"
S0927024813003036-1981	4	MeasuredProperty	T12	temperature	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
