docId	annotSet	annotType	annotId	text	other
S0038071712001010-918	1	Quantity	T1	< 0.001	"{""unit"": """", ""mods"": []}"
S0038071712001010-918	1	MeasuredEntity	T2	AM fungal inoculum as a single factor	"{""HasQuantity"": ""T1""}"
S0038071712001010-918	1	MeasuredProperty	T3	P	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0038071712001010-918	2	Quantity	T4	9.9%–16.2%	"{""unit"": ""%"", ""mods"": [""IsRange""]}"
S0038071712001010-918	2	MeasuredEntity	T5	individual inocula	"{""HasQuantity"": ""T4""}"
S0038071712001010-918	2	MeasuredProperty	T6	levels of colonisation	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0038071712001010-918	2	Qualifier	T7	irrespective of species	"{""Qualifies"": ""T4""}"
S0038071712001010-918	3	Quantity	T8	7.01	"{""unit"": """", ""mods"": []}"
S0038071712001010-918	3	MeasuredProperty	T9	LSD	"{""HasQuantity"": ""T8""}"
S0038071712001010-918	4	Quantity	T10	25.4%	"{""unit"": ""%"", ""mods"": []}"
S0038071712001010-918	4	MeasuredEntity	T11	two-species mixture of G. geosporum plus G. mosseae	"{""HasQuantity"": ""T10""}"
S0038071712001010-918	4	MeasuredProperty	T12	percentage colonisation	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S0038071712001010-918	5	Quantity	T13	23.8%	"{""unit"": ""%"", ""mods"": []}"
S0038071712001010-918	5	MeasuredEntity	T14	combination of all three species	"{""HasQuantity"": ""T13""}"
S0038071712001010-918	5	MeasuredProperty	T15	percentage colonisation	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
S0038071712001010-918	6	Quantity	T16	16.2%	"{""unit"": ""%"", ""mods"": []}"
S0038071712001010-918	6	MeasuredEntity	T17	G. geosporum	"{""HasQuantity"": ""T16""}"
S0038071712001010-918	6	MeasuredProperty	T18	percentage colonisation	"{""HasQuantity"": ""T16"", ""HasProperty"": ""T17""}"
S0038071712001010-918	7	Quantity	T19	9.9%	"{""unit"": ""%"", ""mods"": []}"
S0038071712001010-918	7	MeasuredEntity	T20	G. mosseae	"{""HasQuantity"": ""T19""}"
S0038071712001010-918	7	MeasuredProperty	T21	percentage colonisation	"{""HasQuantity"": ""T19"", ""HasProperty"": ""T20""}"
S0038071712001010-918	8	Quantity	T22	7.5%	"{""unit"": ""%"", ""mods"": []}"
S0038071712001010-918	8	MeasuredEntity	T23	G. mosseae and G. intraradices paired	"{""HasQuantity"": ""T22""}"
S0038071712001010-918	8	MeasuredProperty	T24	colonisation	"{""HasQuantity"": ""T22"", ""HasProperty"": ""T23""}"
S0038071712001010-918	8	Qualifier	T25	when G. mosseae and G. intraradices were paired	"{""Qualifies"": ""T22""}"
S0038071712001010-918	9	Quantity	T26	14.2%	"{""unit"": ""%"", ""mods"": []}"
S0038071712001010-918	9	MeasuredEntity	T27	G. intraradices individually	"{""HasQuantity"": ""T26""}"
S0038071712001010-918	9	MeasuredProperty	T28	colonisation	"{""HasQuantity"": ""T26"", ""HasProperty"": ""T27""}"
