docId	annotSet	annotType	annotId	text	other
S0012821X13007309-1649	1	Quantity	T1	0.5‰	"{""unit"": ""‰"", ""mods"": [""IsMean""]}"
S0012821X13007309-1649	1	Quantity	T2	4‰	"{""unit"": ""‰"", ""mods"": [""IsMean""]}"
S0012821X13007309-1649	1	Quantity	T3	−27.7 to −23.7‰	"{""unit"": ""‰"", ""mods"": [""IsRange""]}"
S0012821X13007309-1649	1	Quantity	T4	∼2 m	"{""unit"": ""m"", ""mods"": [""IsApproximate""]}"
S0012821X13007309-1649	1	Quantity	T5	∼−23.5‰ to −27.5‰	"{""unit"": ""‰"", ""mods"": [""IsRange"", ""IsApproximate""]}"
S0012821X13007309-1649	1	Quantity	T6	1035.75 mbsf	"{""unit"": ""mbsf"", ""mods"": []}"
S0012821X13007309-1649	1	Quantity	T7	∼3.52 m	"{""unit"": ""m"", ""mods"": [""IsApproximate""]}"
S0012821X13007309-1649	1	MeasuredEntity	T8	δ13Corg record	"{""HasQuantity"": ""T1""}"
S0012821X13007309-1649	1	MeasuredEntity	T9	δ13Corg values	"{""HasQuantity"": ""T5""}"
S0012821X13007309-1649	1	MeasuredEntity	T10	δ13Corg	"{""HasQuantity"": ""T6""}"
S0012821X13007309-1649	1	MeasuredProperty	T11	record	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T8""}"
S0012821X13007309-1649	1	MeasuredProperty	T12	values	"{""HasQuantity"": ""T5"", ""HasProperty"": ""T9""}"
S0012821X13007309-1649	1	MeasuredProperty	T13	enrichment	"{""HasQuantity"": ""T6"", ""HasProperty"": ""T10""}"
S0012821X13007309-1649	1	Qualifier	T14	immediately precedes the 4‰ positive excursion	"{""Qualifies"": ""T1""}"
S0012821X13007309-1649	1	Qualifier	T15	(Fig. 2; Supplementary Material, Table 1f; Forster et al., 2008)	"{""Qualifies"": ""T3""}"
S0012821X13007309-1649	1	Qualifier	T16	Throughout OAE 2	"{""Qualifies"": ""T5""}"
S0012821X13007309-1649	1	Qualifier	T17	∼3.52 m into OAE 2	"{""Qualifies"": ""T7""}"
