docId	annotSet	annotType	annotId	text	other
S037842901300244X-1427	1	Quantity	T1	five cycles	"{""mods"": [""IsCount""]}"
S037842901300244X-1427	1	MeasuredEntity	T2	recurrent selection	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	2	Quantity	T3	Two-hundred full-sib families	"{""mods"": [""IsCount""]}"
S037842901300244X-1427	2	MeasuredEntity	T4	FS	"{""HasQuantity"": ""T3""}"
S037842901300244X-1427	3	Quantity	T5	51%/1%	"{""unit"": ""%"", ""mods"": [""IsRange""]}"
S037842901300244X-1427	3	MeasuredEntity	T6	Striga infestation	"{""HasQuantity"": ""T5""}"
S037842901300244X-1427	3	MeasuredProperty	T7	area under Striga number progress curve	"{""HasQuantity"": ""T5"", ""HasProperty"": ""T6""}"
S037842901300244X-1427	4	Quantity	T8	46%/62%	"{""unit"": ""%"", ""mods"": [""IsRange""]}"
S037842901300244X-1427	4	MeasuredEntity	T9	downy mildew incidence	"{""HasQuantity"": ""T8""}"
S037842901300244X-1427	5	Quantity	T10	49%/31%	"{""unit"": ""%"", ""mods"": [""IsRange""]}"
S037842901300244X-1427	5	MeasuredEntity	T11	panicle yield	"{""HasQuantity"": ""T10""}"
S037842901300244X-1427	6	Quantity	T12	76%	"{""unit"": ""%""}"
S037842901300244X-1427	6	MeasuredEntity	T13	operative heritabilities	"{""HasQuantity"": ""T12""}"
S037842901300244X-1427	7	Quantity	T14	84%	"{""unit"": ""%""}"
S037842901300244X-1427	7	MeasuredEntity	T15	operative heritabilities	"{""HasQuantity"": ""T14""}"
S037842901300244X-1427	8	Quantity	T16	34%	"{""unit"": ""%""}"
S037842901300244X-1427	8	MeasuredEntity	T17	operative heritabilities	"{""HasQuantity"": ""T16""}"
