docId	annotSet	annotType	annotId	text	other
S2213671113001306-1404	1	Quantity	T1	4 weeks	"{""unit"": ""weeks""}"
S2213671113001306-1404	1	Qualifier	T2	posttransplantation	"{""Qualifies"": ""T1""}"
S2213671113001306-1404	2	Quantity	T3	1 month	"{""unit"": ""month""}"
S2213671113001306-1404	2	MeasuredEntity	T4	human RPE	"{""HasQuantity"": ""T3""}"
S2213671113001306-1404	2	MeasuredProperty	T5	survival	"{""HasQuantity"": ""T3"", ""HasProperty"": ""T4""}"
S2213671113001306-1404	3	Quantity	T6	approximately 95%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S2213671113001306-1404	3	MeasuredEntity	T7	human RPE cell	"{""HasQuantity"": ""T6""}"
S2213671113001306-1404	3	MeasuredProperty	T8	survival	"{""HasQuantity"": ""T6"", ""HasProperty"": ""T7""}"
S2213671113001306-1404	3	Qualifier	T9	after 1 month	"{""Qualifies"": ""T6""}"
S2213671113001306-1404	3	Qualifier	T10	by using the SC121 positivity	"{""Qualifies"": ""T6""}"
S2213671113001306-1404	4	Quantity	T11	4 weeks	"{""unit"": ""weeks""}"
S2213671113001306-1404	4	MeasuredEntity	T12	polarized human RPE	"{""HasQuantity"": ""T11""}"
S2213671113001306-1404	4	MeasuredProperty	T13	survival	"{""HasQuantity"": ""T11"", ""HasProperty"": ""T12""}"
S2213671113001306-1404	4	Qualifier	T14	over	"{""Qualifies"": ""T11""}"
