docId	annotSet	annotType	annotId	text	other
S0378383912000130-3739	1	Quantity	T1	1.5 mm	"{""unit"": ""mm""}"
S0378383912000130-3739	1	MeasuredEntity	T2	beach	"{""HasQuantity"": ""T1""}"
S0378383912000130-3739	1	MeasuredProperty	T3	thickness	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0378383912000130-3739	2	Quantity	T4	2 s	"{""unit"": ""s""}"
S0378383912000130-3739	2	MeasuredEntity	T5	model predictions	"{""HasQuantity"": ""T4""}"
S0378383912000130-3739	2	MeasuredProperty	T6	time	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0378383912000130-3739	3	Quantity	T7	approximately constant gradient	"{""mods"": [""IsApproximate""]}"
S0378383912000130-3739	3	MeasuredEntity	T8	experimental results	"{""HasQuantity"": ""T7""}"
S0378383912000130-3739	3	MeasuredProperty	T9	gradient	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0378383912000130-3739	4	MeasuredEntity	T11	simulation results	"{""HasQuantity"": ""T10""}"
S0378383912000130-3739	4	MeasuredProperty	T12	gradient	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S0378383912000130-3739	5	MeasuredEntity	T14	simulation results	"{""HasQuantity"": ""T13""}"
S0378383912000130-3739	5	MeasuredProperty	T15	gradient	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
S0378383912000130-3739	6	Quantity	T16	much greater	"{""mods"": [""IsRange""]}"
S0378383912000130-3739	6	MeasuredEntity	T17	height of surface water	"{""HasQuantity"": ""T16""}"
S0378383912000130-3739	6	MeasuredProperty	T18	height	"{""HasQuantity"": ""T16"", ""HasProperty"": ""T17""}"
S0378383912000130-3739	7	Quantity	T19	small	"{""mods"": [""IsApproximate""]}"
S0378383912000130-3739	7	MeasuredEntity	T20	penetration depth	"{""HasQuantity"": ""T19""}"
S0378383912000130-3739	7	MeasuredProperty	T21	depth	"{""HasQuantity"": ""T19"", ""HasProperty"": ""T20""}"
S0378383912000130-3739	8	Quantity	T22	higher	"{""mods"": [""IsRange""]}"
S0378383912000130-3739	8	MeasuredEntity	T23	hydraulic gradients	"{""HasQuantity"": ""T22""}"
S0378383912000130-3739	8	MeasuredProperty	T24	gradient	"{""HasQuantity"": ""T22"", ""HasProperty"": ""T23""}"
S0378383912000130-3739	9	Quantity	T25	large	"{""mods"": [""IsApproximate""]}"
S0378383912000130-3739	9	MeasuredEntity	T26	experimental error	"{""HasQuantity"": ""T25""}"
S0378383912000130-3739	9	MeasuredProperty	T27	error	"{""HasQuantity"": ""T25"", ""HasProperty"": ""T26""}"
