docId	annotSet	annotType	annotId	text	other
S0167610513001001-1769	1	Quantity	T1	≈0.5°	"{""unit"": ""°"", ""mods"": [""IsApproximate""]}"
S0167610513001001-1769	1	MeasuredEntity	T2	lidar	"{""HasQuantity"": ""T1""}"
S0167610513001001-1769	1	MeasuredProperty	T3	tilt	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S0167610513001001-1769	2	Quantity	T4	60 min	"{""unit"": ""min""}"
S0167610513001001-1769	2	MeasuredEntity	T5	horizontal wind speeds	"{""HasQuantity"": ""T4""}"
S0167610513001001-1769	2	MeasuredProperty	T6	averaging time	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S0167610513001001-1769	3	Quantity	T7	≈0–0.5 m s−1	"{""unit"": ""m s−1"", ""mods"": [""IsApproximate"", ""IsRange""]}"
S0167610513001001-1769	3	MeasuredEntity	T8	lidar	"{""HasQuantity"": ""T7""}"
S0167610513001001-1769	3	MeasuredProperty	T9	overestimation range	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S0167610513001001-1769	4	Quantity	T10	20 m s−1	"{""unit"": ""m s−1""}"
S0167610513001001-1769	4	MeasuredEntity	T11	wind speed	"{""HasQuantity"": ""T10""}"
S0167610513001001-1769	4	MeasuredProperty	T12	threshold	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S0167610513001001-1769	5	Quantity	T13	0.36 m s−1	"{""unit"": ""m s−1""}"
S0167610513001001-1769	5	MeasuredEntity	T14	lidar-derived wind speeds	"{""HasQuantity"": ""T13""}"
S0167610513001001-1769	5	MeasuredProperty	T15	error	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
S0167610513001001-1769	6	Quantity	T16	1.05 m s−1	"{""unit"": ""m s−1""}"
S0167610513001001-1769	6	MeasuredEntity	T17	lidar-derived wind speeds	"{""HasQuantity"": ""T16""}"
S0167610513001001-1769	6	MeasuredProperty	T18	error	"{""HasQuantity"": ""T16"", ""HasProperty"": ""T17""}"
S0167610513001001-1769	7	Quantity	T19	0.86 m s−1	"{""unit"": ""m s−1""}"
S0167610513001001-1769	7	MeasuredEntity	T20	lidar-derived wind speeds	"{""HasQuantity"": ""T19""}"
S0167610513001001-1769	7	MeasuredProperty	T21	error	"{""HasQuantity"": ""T19"", ""HasProperty"": ""T20""}"
