docId	annotSet	annotType	annotId	text	other
S2213158213000582-766	1	Quantity	T1	100 ms	"{""unit"": ""ms"", ""mods"": []}"
S2213158213000582-766	1	MeasuredEntity	T2	activity	"{""HasQuantity"": ""T1""}"
S2213158213000582-766	2	MeasuredEntity	T3	HC	"{""HasProperty"": ""T4""}"
S2213158213000582-766	2	MeasuredProperty	T4	activity	"{""HasQuantity"": ""T5""}"
S2213158213000582-766	2	Quantity	T5	stronger activity	"{""mods"": []}"
S2213158213000582-766	3	MeasuredEntity	T6	SZ	"{""HasProperty"": ""T7""}"
S2213158213000582-766	3	MeasuredProperty	T7	activity	"{""HasQuantity"": ""T8""}"
S2213158213000582-766	3	Quantity	T8	stronger activity	"{""mods"": []}"
S2213158213000582-766	4	MeasuredEntity	T9	L-STG	"{""HasProperty"": ""T10""}"
S2213158213000582-766	4	MeasuredProperty	T10	M100 measures	"{""HasQuantity"": ""T11""}"
S2213158213000582-766	4	Quantity	T11	effect sizes	"{""mods"": []}"
S2213158213000582-766	5	MeasuredEntity	T12	R-Frontal	"{""HasProperty"": ""T13""}"
S2213158213000582-766	5	MeasuredProperty	T13	M100 measures	"{""HasQuantity"": ""T14""}"
S2213158213000582-766	5	Quantity	T14	effect sizes	"{""mods"": []}"
S2213158213000582-766	6	MeasuredEntity	T15	R-SFG	"{""HasProperty"": ""T16""}"
S2213158213000582-766	6	MeasuredProperty	T16	M100 measures	"{""HasQuantity"": ""T17""}"
S2213158213000582-766	6	Quantity	T17	effect sizes	"{""mods"": []}"
