docId	annotSet	annotType	annotId	text	other
S2213158213000582-1279	1	Quantity	T1	3 ms	"{""unit"": ""ms"", ""mods"": [""IsCount""]}"
S2213158213000582-1279	1	MeasuredEntity	T2	binaural clicks	"{""HasQuantity"": ""T1""}"
S2213158213000582-1279	1	MeasuredProperty	T3	duration	"{""HasQuantity"": ""T1"", ""HasProperty"": ""T2""}"
S2213158213000582-1279	2	Quantity	T4	500 ms	"{""unit"": ""ms""}"
S2213158213000582-1279	2	MeasuredEntity	T5	inter-stimulus interval	"{""HasQuantity"": ""T4""}"
S2213158213000582-1279	2	MeasuredProperty	T6	duration	"{""HasQuantity"": ""T4"", ""HasProperty"": ""T5""}"
S2213158213000582-1279	3	Quantity	T7	7 and 11 s	"{""unit"": ""s"", ""mods"": [""IsRange""]}"
S2213158213000582-1279	3	MeasuredEntity	T8	inter-trial interval	"{""HasQuantity"": ""T7""}"
S2213158213000582-1279	3	MeasuredProperty	T9	duration	"{""HasQuantity"": ""T7"", ""HasProperty"": ""T8""}"
S2213158213000582-1279	4	Quantity	T10	9 s	"{""unit"": ""s"", ""mods"": [""IsMean""]}"
S2213158213000582-1279	4	MeasuredEntity	T11	inter-trial interval	"{""HasQuantity"": ""T10""}"
S2213158213000582-1279	4	MeasuredProperty	T12	duration	"{""HasQuantity"": ""T10"", ""HasProperty"": ""T11""}"
S2213158213000582-1279	5	Quantity	T13	35 dB	"{""unit"": ""dB""}"
S2213158213000582-1279	5	MeasuredEntity	T14	peak intensity of the click	"{""HasQuantity"": ""T13""}"
S2213158213000582-1279	5	MeasuredProperty	T15	intensity	"{""HasQuantity"": ""T13"", ""HasProperty"": ""T14""}"
S2213158213000582-1279	6	Quantity	T16	150 click trials	"{""unit"": ""trials"", ""mods"": [""IsCount""]}"
S2213158213000582-1279	6	MeasuredEntity	T17	click trials	"{""HasQuantity"": ""T16""}"
S2213158213000582-1279	6	MeasuredProperty	T18	count	"{""HasQuantity"": ""T16"", ""HasProperty"": ""T17""}"
S2213158213000582-1279	7	Quantity	T19	approximately 25 minutes	"{""unit"": ""minutes"", ""mods"": [""IsApproximate""]}"
S2213158213000582-1279	7	MeasuredEntity	T20	duration of the task	"{""HasQuantity"": ""T19""}"
S2213158213000582-1279	7	MeasuredProperty	T21	duration	"{""HasQuantity"": ""T19"", ""HasProperty"": ""T20""}"
S2213158213000582-1279	8	Quantity	T22	50 and 100 ms	"{""unit"": ""ms"", ""mods"": [""IsRange""]}"
S2213158213000582-1279	8	MeasuredEntity	T23	S1 activity	"{""HasQuantity"": ""T22""}"
S2213158213000582-1279	8	MeasuredProperty	T24	latency	"{""HasQuantity"": ""T22"", ""HasProperty"": ""T23""}"
