docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0168945213001805-5396	1	Quantity	520	531	T1	10-year-old	"{""unit"": ""years"", ""mods"": [""IsCount""]}"
S0168945213001805-5396	1	MeasuredEntity	532	545	T2	Populus trees	"{""HasQuantity"": ""T1""}"
S0168945213001805-5396	1	MeasuredProperty	510	516	T3	volume	"{""HasQuantity"": ""T1""}"
S0168945213001805-5396	2	Quantity	599	613	T4	three-year-old	"{""unit"": ""years"", ""mods"": [""IsCount""]}"
S0168945213001805-5396	2	MeasuredEntity	614	622	T5	saplings	"{""HasQuantity"": ""T4""}"
S0168945213001805-5396	2	MeasuredProperty	510	516	T6	volume	"{""HasQuantity"": ""T4""}"
S0168945213001805-5396	3	Quantity	689	701	T7	>10-year-old	"{""unit"": ""years"", ""mods"": [""IsCount""]}"
S0168945213001805-5396	3	MeasuredEntity	703	708	T8	trees	"{""HasQuantity"": ""T7""}"
S0168945213001805-5396	4	Quantity	1925	1935	T10	40% taller	"{""unit"": ""%""}"
S0168945213001805-5396	4	MeasuredEntity	1860	1919	T11	Transgenic poplar (P. alba) that overproduced XYLOGLUCANASE	"{""HasQuantity"": ""T10""}"
S0168945213001805-5396	4	Qualifier	1951	1969	T13	in growth chambers	"{""Qualifies"": ""T10""}"
S0168945213001805-5396	5	Quantity	1418	1429	T14	19-year-old	"{""unit"": ""years"", ""mods"": [""IsCount""]}"
S0168945213001805-5396	5	MeasuredEntity	1430	1445	T15	tissue cultures	"{""HasQuantity"": ""T14""}"
S0168945213001805-5396	6	Quantity	1450	1461	T17	18-year-old	"{""unit"": ""years"", ""mods"": [""IsCount""]}"
S0168945213001805-5396	6	MeasuredEntity	1462	1484	T18	glasshouse-grown trees	"{""HasQuantity"": ""T17""}"
