docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0960148113005727-1466	1	Quantity	36	42	T1	100 MW	"{""unit"": ""MW""}"
S0960148113005727-1466	1	MeasuredEntity	43	52	T2	wind farm	"{""HasQuantity"": ""T1""}"
S0960148113005727-1466	2	Quantity	60	65	T3	28.5%	"{""unit"": ""%""}"
S0960148113005727-1466	2	MeasuredProperty	66	77	T4	load factor	"{""HasQuantity"": ""T3""}"
S0960148113005727-1466	2	MeasuredEntity	43	52	T5	wind farm	"{""HasProperty"": ""T4""}"
S0960148113005727-1466	3	Quantity	87	95	T6	4.99 TWh	"{""unit"": ""TWh""}"
S0960148113005727-1466	3	MeasuredProperty	4	30	T7	cumulative lifetime output	"{""HasQuantity"": ""T6""}"
S0960148113005727-1466	3	MeasuredEntity	43	52	T8	wind farm	"{""HasProperty"": ""T7""}"
S0960148113005727-1466	3	Qualifier	96	109	T9	over 20 years	"{""Qualifies"": ""T6""}"
S0960148113005727-1466	4	Quantity	165	177	T10	−0.41 points	"{""unit"": ""points""}"
S0960148113005727-1466	4	MeasuredProperty	134	161	T11	linear annual deterioration	"{""HasQuantity"": ""T10""}"
S0960148113005727-1466	4	MeasuredEntity	119	123	T12	farm	"{""HasProperty"": ""T11""}"
S0960148113005727-1466	4	Qualifier	178	198	T13	after the first year	"{""Qualifies"": ""T10""}"
S0960148113005727-1466	5	Quantity	231	239	T14	4.37 TWh	"{""unit"": ""TWh""}"
