docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213158213000582-1390	1	Quantity	23	28	T1	50 ms	"{""unit"": ""ms""}"
S2213158213000582-1390	1	Quantity	99	103	T4	0.05	"{""unit"": ""q""}"
S2213158213000582-1390	1	MeasuredEntity	0	19	T2	Group contrast maps	"{""HasQuantity"": ""T1""}"
S2213158213000582-1390	1	MeasuredProperty	45	62	T3	group differences	"{""HasQuantity"": ""T4""}"
S2213158213000582-1390	1	Qualifier	91	103	T5	FDR q < 0.05	"{""Qualifies"": ""T3""}"
S2213158213000582-1390	2	Quantity	234	239	T6	50-ms	"{""unit"": ""ms""}"
S2213158213000582-1390	2	MeasuredProperty	240	248	T7	activity	"{""HasQuantity"": ""T6""}"
S2213158213000582-1390	2	MeasuredEntity	142	147	T8	L-STG	"{""HasProperty"": ""T7""}"
S2213158213000582-1390	2	MeasuredEntity	149	154	T9	R-STG	"{""HasProperty"": ""T7""}"
S2213158213000582-1390	2	MeasuredEntity	188	193	T10	R-ITG	"{""HasProperty"": ""T7""}"
S2213158213000582-1390	2	MeasuredEntity	220	225	T11	L-IFG	"{""HasProperty"": ""T7""}"
S2213158213000582-1390	2	MeasuredEntity	227	232	T12	R-IFG	"{""HasProperty"": ""T7""}"
S2213158213000582-1390	3	Quantity	23	28	T13	50 ms	"{""unit"": ""ms""}"
