docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213671113000738-667	1	Quantity	370	378	T1	25 ng/ml	"{""unit"": ""ng/ml""}"
S2213671113000738-667	1	MeasuredEntity	363	368	T2	IFN-γ	"{""HasQuantity"": ""T1""}"
S2213671113000738-667	2	Quantity	383	388	T4	48 hr	"{""unit"": ""hr""}"
S2213671113000738-667	3	Quantity	440	459	T7	approximately 1:100	"{""mods"": [""IsApproximate""]}"
S2213671113000738-667	3	MeasuredEntity	406	435	T8	expression level of the mRNAs	"{""HasQuantity"": ""T7""}"
S2213671113000738-667	3	Qualifier	460	496	T10	compared with peripheral blood cells	"{""Qualifies"": ""T7""}"
S2213671113000738-667	4	Quantity	246	248	T12	35	"{""unit"": ""days""}"
S2213671113000738-667	4	MeasuredEntity	223	237	T13	mature neurons	"{""HasQuantity"": ""T12""}"
S2213671113000738-667	4	MeasuredProperty	241	244	T14	day	"{""HasQuantity"": ""T12""}"
S2213671113000738-667	5	Quantity	253	255	T15	71	"{""unit"": ""days""}"
S2213671113000738-667	5	MeasuredEntity	223	237	T16	mature neurons	"{""HasQuantity"": ""T15""}"
S2213671113000738-667	5	MeasuredProperty	241	244	T17	day	"{""HasQuantity"": ""T15""}"
