docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213158213000582-1398	1	Quantity	15	20	T1	50 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	1	MeasuredEntity	21	31	T2	group maps	"{""HasQuantity"": ""T1""}"
S2213158213000582-1398	2	Quantity	56	62	T1	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	2	MeasuredEntity	33	52	T2	group contrast maps	"{""HasQuantity"": ""T1""}"
S2213158213000582-1398	3	Quantity	56	62	T1	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	4	Quantity	56	62	T1	100 ms	"{""unit"": ""ms""}"
S2213158213000582-1398	5	Quantity	133	137	T1	0.05	"{""unit"": null}"
S2213158213000582-1398	5	MeasuredEntity	79	123	T2	group differences in STG and non-STG regions	"{""HasProperty"": ""T3""}"
S2213158213000582-1398	5	MeasuredProperty	125	130	T3	FDR q	"{""HasQuantity"": ""T1""}"
S2213158213000582-1398	5	Qualifier	125	137	T4	FDR q < 0.05	"{""Qualifies"": ""T2""}"
