docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167739X12001525-6016	1	Quantity	387	390	T1	10%	"{""unit"": ""%""}"
S0167739X12001525-6016	1	MeasuredEntity	326	355	T2	executed reallocation actions	"{""HasQuantity"": ""T1""}"
S0167739X12001525-6016	1	MeasuredProperty	316	322	T3	amount	"{""HasQuantity"": ""T1""}"
S0167739X12001525-6016	1	Qualifier	356	374	T4	for most scenarios	"{""Qualifies"": ""T2""}"
S0167739X12001525-6016	2	Quantity	430	435	T5	19.8%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0167739X12001525-6016	2	MeasuredEntity	443	448	T6	cases	"{""HasQuantity"": ""T5""}"
S0167739X12001525-6016	2	Qualifier	449	459	T8	on average	"{""Qualifies"": ""T5""}"
S0167739X12001525-6016	3	Quantity	512	514	T9	5%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0167739X12001525-6016	3	MeasuredEntity	491	500	T10	scenarios	"{""HasQuantity"": ""T9""}"
S0167739X12001525-6016	3	Qualifier	449	459	T12	on average	"{""Qualifies"": ""T9""}"
S0167739X12001525-6016	4	Quantity	473	477	T13	Five	"{""mods"": [""IsCount""]}"
S0167739X12001525-6016	4	MeasuredEntity	491	500	T14	scenarios	"{""HasQuantity"": ""T13""}"
S0167739X12001525-6016	5	Quantity	485	490	T16	eight	"{""mods"": [""IsCount""]}"
S0167739X12001525-6016	5	MeasuredEntity	491	500	T17	scenarios	"{""HasQuantity"": ""T16""}"
