docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0038071711004354-755	1	Quantity	162	180	T1	approximately −14‰	"{""unit"": ""\u2030"", ""mods"": [""IsApproximate""]}"
S0038071711004354-755	1	MeasuredEntity	205	216	T2	ambient CO2	"{""HasQuantity"": ""T1""}"
S0038071711004354-755	1	MeasuredProperty	112	116	T3	δ13C	"{""HasQuantity"": ""T1""}"
S0038071711004354-755	2	Quantity	596	615	T4	approximately 2.5 h	"{""unit"": ""h"", ""mods"": [""IsApproximate""]}"
S0038071711004354-755	2	MeasuredEntity	543	547	T5	time	"{""HasQuantity"": ""T4""}"
S0038071711004354-755	3	Quantity	619	632	T7	−28.5 ± 0.33‰	"{""unit"": ""\u2030"", ""mods"": [""IsMeanHasSD""]}"
S0038071711004354-755	3	MeasuredEntity	575	578	T8	CO2	"{""HasQuantity"": ""T7""}"
S0038071711004354-755	3	MeasuredProperty	557	567	T9	δ13C value	"{""HasQuantity"": ""T7""}"
S0038071711004354-755	3	Qualifier	590	615	T10	after approximately 2.5 h	"{""Qualifies"": ""T7""}"
S0038071711004354-755	4	Quantity	649	651	T11	60	"{""unit"": ""n"", ""mods"": [""IsCount""]}"
