docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103512003533-5318	1	Quantity	276	285	T1	400–650 K	"{""unit"": ""K"", ""mods"": [""IsRange""]}"
S0019103512003533-5318	1	MeasuredEntity	268	274	T2	Saturn	"{""HasQuantity"": ""T1""}"
S0019103512003533-5318	1	MeasuredProperty	252	264	T3	temperatures	"{""HasQuantity"": ""T1""}"
S0019103512003533-5318	1	Qualifier	195	219	T4	below the thick red line	"{""Qualifies"": ""T1""}"
S0019103512003533-5318	2	Quantity	649	660	T5	∼100 mV m−1	"{""unit"": ""mV m\u207b\u00b9"", ""mods"": [""IsApproximate""]}"
S0019103512003533-5318	2	MeasuredEntity	616	645	T6	magnetospheric electric field	"{""HasQuantity"": ""T5""}"
S0019103512003533-5318	3	Quantity	741	749	T8	1 mW m−2	"{""unit"": ""mW m\u207b\u00b2""}"
S0019103512003533-5318	3	MeasuredEntity	717	737	T9	10 keV electron flux	"{""HasQuantity"": ""T8""}"
S0019103512003533-5318	3	MeasuredProperty	733	737	T10	flux	"{""HasQuantity"": ""T8""}"
S0019103512003533-5318	4	Quantity	788	794	T11	∼800 K	"{""unit"": ""K"", ""mods"": [""IsApproximate""]}"
S0019103512003533-5318	4	MeasuredEntity	759	784	T12	thermosphere temperatures	"{""HasQuantity"": ""T11""}"
S0019103512003533-5318	4	Qualifier	801	829	T13	in excess of observed values	"{""Qualifies"": ""T11""}"
S0019103512003533-5318	5	Quantity	130	136	T14	10 keV	"{""unit"": ""keV""}"
S0019103512003533-5318	5	MeasuredEntity	137	157	T15	electron energy flux	"{""HasQuantity"": ""T14""}"
S0019103512003533-5318	5	MeasuredProperty	146	152	T16	energy	"{""HasQuantity"": ""T14""}"
