docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0927024813003036-1981	1	Quantity	318	324	T1	99.95%	"{""unit"": ""%""}"
S0927024813003036-1981	1	MeasuredEntity	305	316	T2	iron pieces	"{""HasProperty"": ""T3""}"
S0927024813003036-1981	1	MeasuredProperty	325	331	T3	purity	"{""HasQuantity"": ""T1""}"
S0927024813003036-1981	2	Quantity	442	448	T4	798 °C	"{""unit"": ""\u00b0C""}"
S0927024813003036-1981	2	MeasuredEntity	412	419	T5	furnace	"{""HasProperty"": ""T6""}"
S0927024813003036-1981	2	MeasuredProperty	423	434	T6	temperature	"{""HasQuantity"": ""T4""}"
S0927024813003036-1981	2	Qualifier	436	441	T7	up to	"{""Qualifies"": ""T4""}"
S0927024813003036-1981	3	Quantity	851	858	T8	∼100 °C	"{""unit"": ""\u00b0C"", ""mods"": [""IsApproximate""]}"
S0927024813003036-1981	3	MeasuredEntity	822	829	T9	samples	"{""HasProperty"": ""T10""}"
S0927024813003036-1981	3	MeasuredProperty	762	773	T10	temperature	"{""HasQuantity"": ""T8""}"
S0927024813003036-1981	3	Qualifier	845	850	T11	below	"{""Qualifies"": ""T8""}"
S0927024813003036-1981	4	Quantity	862	867	T12	<10 s	"{""unit"": ""s"", ""mods"": [""IsApproximate""]}"
S0927024813003036-1981	4	MeasuredEntity	822	829	T13	samples	"{""HasProperty"": ""T14""}"
