docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103512003995-1237	1	Quantity	13	21	T1	1334.5 Å	"{""unit"": ""\u00c5""}"
S0019103512003995-1237	3	Quantity	312	323	T8	−6.6 km s−1	"{""unit"": ""km s\u22121""}"
S0019103512003995-1237	3	MeasuredEntity	283	308	T9	ISM with respect to Earth	"{""HasQuantity"": ""T8""}"
S0019103512003995-1237	3	MeasuredProperty	258	275	T10	relative velocity	"{""HasQuantity"": ""T8""}"
S0019103512003995-1237	4	Quantity	388	399	T11	12.3 km s−1	"{""unit"": ""km s\u22121""}"
S0019103512003995-1237	4	MeasuredEntity	369	384	T12	LOS to the star	"{""HasQuantity"": ""T11""}"
S0019103512003995-1237	4	MeasuredProperty	332	358	T13	effective thermal velocity	"{""HasQuantity"": ""T11""}"
S0019103512003995-1237	5	Quantity	434	442	T14	1335.7 Å	"{""unit"": ""\u00c5""}"
S0019103512003995-1237	6	Quantity	607	613	T17	17,500	"{""mods"": [""IsCount""]}"
S0019103512003995-1237	6	MeasuredEntity	580	599	T18	spectral resolution	"{""HasQuantity"": ""T17""}"
