docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0032063313003218-7156	1	Quantity	139	153	T1	~6× that of ES	"{""unit"": ""\u00d7"", ""mods"": [""IsApproximate""]}"
S0032063313003218-7156	1	MeasuredEntity	106	116	T2	atmosphere	"{""HasProperty"": ""T3""}"
S0032063313003218-7156	1	MeasuredProperty	82	98	T3	power dissipated	"{""HasQuantity"": ""T1""}"
S0032063313003218-7156	1	Qualifier	117	137	T4	due to Joule heating	"{""Qualifies"": ""T3""}"
S0032063313003218-7156	2	Quantity	176	190	T5	~3× that of ES	"{""unit"": ""\u00d7"", ""mods"": [""IsApproximate""]}"
S0032063313003218-7156	2	MeasuredEntity	106	116	T6	atmosphere	"{""HasProperty"": ""T7""}"
S0032063313003218-7156	2	MeasuredProperty	159	174	T7	ion drag energy	"{""HasQuantity"": ""T5""}"
S0032063313003218-7156	3	Quantity	272	286	T8	~7× that of ES	"{""unit"": ""\u00d7"", ""mods"": [""IsApproximate""]}"
S0032063313003218-7156	3	MeasuredEntity	236	249	T9	magnetosphere	"{""HasProperty"": ""T10""}"
S0032063313003218-7156	4	Quantity	372	379	T11	~2600TW	"{""unit"": ""TW"", ""mods"": [""IsApproximate""]}"
S0032063313003218-7156	4	MeasuredEntity	358	368	T12	hemisphere	"{""HasProperty"": ""T13""}"
S0032063313003218-7156	4	MeasuredProperty	342	353	T13	total power	"{""HasQuantity"": ""T11""}"
S0032063313003218-7156	5	Quantity	389	400	T14	three times	"{""unit"": ""times"", ""mods"": [""IsCount""]}"
S0032063313003218-7156	5	MeasuredEntity	342	368	T15	total power per hemisphere	"{""HasQuantity"": ""T14""}"
S0032063313003218-7156	5	Qualifier	408	469	T16	than the responsive thermosphere case in Cowley et al. (2007)	"{""Qualifies"": ""T14""}"
S0032063313003218-7156	6	Quantity	663	667	T17	~75%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0032063313003218-7156	6	MeasuredEntity	684	719	T18	magnitude of ‘magnetospheric’ power	"{""HasProperty"": ""T19""}"
S0032063313003218-7156	6	MeasuredProperty	668	676	T19	decrease	"{""HasQuantity"": ""T17""}"
S0032063313003218-7156	7	Quantity	1156	1159	T21	30%	"{""unit"": ""%""}"
S0032063313003218-7156	7	MeasuredEntity	1110	1147	T22	total power per hemisphere in case EF	"{""HasProperty"": ""T23""}"
S0032063313003218-7156	7	MeasuredProperty	1116	1121	T23	power	"{""HasQuantity"": ""T21""}"
S0032063313003218-7156	7	Qualifier	1160	1175	T24	that of case ES	"{""Qualifies"": ""T21""}"
