docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S037842901300244X-1427	1	Quantity	820	823	T1	51%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S037842901300244X-1427	1	MeasuredProperty	833	851	T2	Striga infestation	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	2	Quantity	821	823	T1	1%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S037842901300244X-1427	2	MeasuredProperty	833	851	T2	Striga infestation	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	3	Quantity	914	917	T1	46%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S037842901300244X-1427	3	MeasuredProperty	928	950	T2	downy mildew incidence	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	3	MeasuredEntity	992	997	T3	C5-FS	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	4	Quantity	918	921	T1	62%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S037842901300244X-1427	4	MeasuredProperty	928	950	T2	downy mildew incidence	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	4	MeasuredEntity	992	997	T3	C5-FS	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	5	Quantity	956	959	T1	49%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S037842901300244X-1427	5	MeasuredProperty	971	984	T2	panicle yield	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	5	MeasuredEntity	992	997	T3	C5-FS	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	6	Quantity	960	963	T1	31%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S037842901300244X-1427	6	MeasuredProperty	971	984	T2	panicle yield	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	6	MeasuredEntity	992	997	T3	C5-FS	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	6	Qualifier	998	1060	T4	compared to the mean of the genepool parents at Sadoré/Cinzana	"{""Qualifies"": ""T1""}"
S037842901300244X-1427	7	Quantity	1312	1315	T1	76%	"{""unit"": ""%""}"
S037842901300244X-1427	7	MeasuredProperty	1284	1308	T2	operative heritabilities	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	7	MeasuredEntity	1380	1385	T3	ASNPC	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	7	Qualifier	1316	1325	T4	(Cinzana)	"{""Qualifies"": ""T1""}"
S037842901300244X-1427	8	Quantity	1327	1330	T1	84%	"{""unit"": ""%""}"
S037842901300244X-1427	8	MeasuredProperty	1284	1308	T2	operative heritabilities	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	8	MeasuredEntity	1380	1385	T3	ASNPC	"{""HasQuantity"": ""T1""}"
S037842901300244X-1427	8	Qualifier	1331	1339	T4	(Sadoré)	"{""Qualifies"": ""T1""}"
S037842901300244X-1427	9	Quantity	1344	1347	T1	34%	"{""unit"": ""%""}"
