docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X13007309-1649	1	Quantity	460	464	T1	0.5‰	"{""unit"": ""\u2030""}"
S0012821X13007309-1649	1	MeasuredEntity	418	444	T2	excursion signifying OAE 2	"{""HasQuantity"": ""T1""}"
S0012821X13007309-1649	1	MeasuredProperty	465	484	T3	VPDB negative shift	"{""HasQuantity"": ""T1""}"
S0012821X13007309-1649	2	Quantity	510	512	T4	4‰	"{""unit"": ""\u2030""}"
S0012821X13007309-1649	2	MeasuredEntity	418	444	T5	excursion signifying OAE 2	"{""HasQuantity"": ""T4""}"
S0012821X13007309-1649	2	MeasuredProperty	513	531	T6	positive excursion	"{""HasQuantity"": ""T4""}"
S0012821X13007309-1649	3	Quantity	533	548	T7	−27.7 to −23.7‰	"{""unit"": ""\u2030"", ""mods"": [""IsRange""]}"
S0012821X13007309-1649	4	Quantity	650	654	T10	∼2 m	"{""unit"": ""m"", ""mods"": [""IsApproximate""]}"
S0012821X13007309-1649	4	MeasuredEntity	634	643	T11	excursion	"{""HasQuantity"": ""T10""}"
S0012821X13007309-1649	4	MeasuredProperty	644	649	T12	spans	"{""HasQuantity"": ""T10""}"
S0012821X13007309-1649	5	Quantity	754	771	T13	∼−23.5‰ to −27.5‰	"{""unit"": ""\u2030"", ""mods"": [""IsRange"", ""IsApproximate""]}"
S0012821X13007309-1649	5	MeasuredEntity	721	735	T14	δ13Corg values	"{""HasQuantity"": ""T13""}"
S0012821X13007309-1649	5	MeasuredProperty	736	753	T15	fluctuate between	"{""HasQuantity"": ""T13""}"
S0012821X13007309-1649	6	Quantity	817	829	T16	1035.75 mbsf	"{""unit"": ""mbsf""}"
S0012821X13007309-1649	6	MeasuredProperty	742	744	T18	at	"{""HasQuantity"": ""T16""}"
S0012821X13007309-1649	7	Quantity	831	838	T19	∼3.52 m	"{""unit"": ""m"", ""mods"": [""IsApproximate""]}"
S0012821X13007309-1649	7	MeasuredEntity	844	849	T20	OAE 2	"{""HasQuantity"": ""T19""}"
S0012821X13007309-1649	7	MeasuredProperty	839	843	T21	into	"{""HasQuantity"": ""T19""}"
