docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167739X12001525-5094	1	Quantity	8	9	T2	1	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	1	MeasuredEntity	0	9	T1	Listing 1	"{""HasQuantity"": ""T2""}"
S0167739X12001525-5094	2	Quantity	8	9	T4	1	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	3	Quantity	217	221	T6	2–12	"{""mods"": [""IsRange""]}"
S0167739X12001525-5094	3	MeasuredEntity	211	221	T5	lines 2–12	"{""HasQuantity"": ""T6""}"
S0167739X12001525-5094	4	Quantity	129	130	T8	4	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	5	Quantity	373	374	T10	6	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	5	MeasuredEntity	368	374	T9	Line 6	"{""HasQuantity"": ""T10""}"
S0167739X12001525-5094	6	Quantity	558	559	T12	8	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	6	MeasuredEntity	553	559	T11	Line 8	"{""HasQuantity"": ""T12""}"
S0167739X12001525-5094	7	Quantity	969	971	T14	10	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	8	Quantity	219	221	T16	12	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	9	Quantity	258	263	T18	13–17	"{""mods"": [""IsRange""]}"
S0167739X12001525-5094	9	MeasuredEntity	252	263	T17	lines 13–17	"{""HasQuantity"": ""T18""}"
S0167739X12001525-5094	10	Quantity	1302	1304	T20	15	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	11	Quantity	261	263	T22	17	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	12	Quantity	129	130	T24	4	"{""mods"": [""IsCount""]}"
S0167739X12001525-5094	12	MeasuredEntity	124	130	T23	Fig. 4	"{""HasQuantity"": ""T24""}"
S0167739X12001525-5094	13	Quantity	1303	1304	T26	5	"{""mods"": [""IsCount""]}"
