docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0378112713005288-2062	1	Quantity	139	152	T1	up to a metre	"{""unit"": ""metre"", ""mods"": [""IsApproximate""]}"
S0378112713005288-2062	1	MeasuredProperty	153	157	T3	high	"{""HasQuantity"": ""T1""}"
S0378112713005288-2062	2	Quantity	162	176	T4	several metres	"{""unit"": ""metres"", ""mods"": [""IsApproximate""]}"
S0378112713005288-2062	2	MeasuredProperty	177	181	T6	wide	"{""HasQuantity"": ""T4""}"
S0378112713005288-2062	3	Quantity	374	387	T7	200,000 seeds	"{""unit"": ""seeds"", ""mods"": [""IsCount""]}"
S0378112713005288-2062	3	MeasuredEntity	382	387	T8	seeds	"{""HasQuantity"": ""T7""}"
S0378112713005288-2062	4	Quantity	394	398	T9	1 kg	"{""unit"": ""kg""}"
S0378112713005288-2062	4	MeasuredEntity	382	387	T10	seeds	"{""HasQuantity"": ""T9""}"
S0378112713005288-2062	5	Quantity	479	496	T12	5.9 million seeds	"{""unit"": ""seeds"", ""mods"": [""IsCount""]}"
S0378112713005288-2062	5	MeasuredEntity	382	387	T13	seeds	"{""HasQuantity"": ""T12""}"
S0378112713005288-2062	6	Quantity	394	398	T14	1 kg	"{""unit"": ""kg""}"
S0378112713005288-2062	6	MeasuredEntity	382	387	T15	seeds	"{""HasQuantity"": ""T14""}"
S0378112713005288-2062	7	Quantity	925	931	T17	single	"{""unit"": ""site"", ""mods"": [""IsCount""]}"
S0378112713005288-2062	7	MeasuredEntity	932	936	T18	site	"{""HasQuantity"": ""T17""}"
S0378112713005288-2062	7	Qualifier	938	941	T19	U15	"{""Qualifies"": ""T18""}"
