docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0032386113005454-2308	1	Quantity	21	36	T1	3.19 ± 0.10 GPa	"{""unit"": ""GPa"", ""mods"": [""HasTolerance""]}"
S0032386113005454-2308	1	MeasuredProperty	2	17	T2	tensile modulus	"{""HasQuantity"": ""T1""}"
S0032386113005454-2308	1	MeasuredEntity	58	82	T3	unmodified epoxy polymer	"{""HasProperty"": ""T2""}"
S0032386113005454-2308	2	Quantity	160	175	T4	1.96 ± 0.08 GPa	"{""unit"": ""GPa"", ""mods"": [""HasTolerance""]}"
S0032386113005454-2308	2	MeasuredProperty	88	95	T5	modulus	"{""HasQuantity"": ""T4""}"
S0032386113005454-2308	2	MeasuredEntity	69	82	T6	epoxy polymer	"{""HasProperty"": ""T5""}"
S0032386113005454-2308	2	Qualifier	106	128	T7	approximately linearly	"{""Qualifies"": ""T5""}"
S0032386113005454-2308	2	Qualifier	176	217	T8	when 20 wt% of S-CSR particles were added	"{""Qualifies"": ""T4""}"
S0032386113005454-2308	3	Quantity	181	187	T9	20 wt%	"{""unit"": ""wt%""}"
S0032386113005454-2308	3	MeasuredProperty	145	156	T10	CSR content	"{""HasQuantity"": ""T9""}"
