docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0032386113005454-2865	1	Quantity	278	284	T1	10 wt%	"{""unit"": ""wt%""}"
S0032386113005454-2865	1	MeasuredEntity	296	325	T2	S-CSR-modified epoxy polymers	"{""HasQuantity"": ""T1""}"
S0032386113005454-2865	2	Quantity	289	295	T4	20 wt%	"{""unit"": ""wt%""}"
S0032386113005454-2865	2	MeasuredEntity	296	325	T5	S-CSR-modified epoxy polymers	"{""HasQuantity"": ""T4""}"
S0032386113005454-2865	3	Quantity	649	657	T7	0.296 μm	"{""unit"": ""\u03bcm"", ""mods"": [""IsMean""]}"
S0032386113005454-2865	3	MeasuredEntity	621	629	T8	cavities	"{""HasQuantity"": ""T7""}"
S0032386113005454-2865	3	MeasuredProperty	598	611	T9	mean diameter	"{""HasQuantity"": ""T7""}"
S0032386113005454-2865	4	Quantity	774	781	T10	0.18 μm	"{""unit"": ""\u03bcm"", ""mods"": [""IsMean""]}"
S0032386113005454-2865	4	MeasuredEntity	718	733	T11	S-CSR particles	"{""HasQuantity"": ""T10""}"
S0032386113005454-2865	4	MeasuredProperty	697	710	T12	mean diameter	"{""HasQuantity"": ""T10""}"
S0032386113005454-2865	5	Quantity	1755	1762	T13	−109 °C	"{""unit"": ""\u00b0C""}"
S0032386113005454-2865	5	MeasuredProperty	1667	1678	T15	temperature	"{""HasQuantity"": ""T13""}"
S0032386113005454-2865	5	Qualifier	1752	1762	T16	at −109 °C	"{""Qualifies"": ""T13""}"
