docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X13007309-1691	1	Quantity	147	150	T1	1 m	"{""unit"": ""m""}"
S0012821X13007309-1691	1	MeasuredEntity	124	141	T2	Livello Bonarelli	"{""HasProperty"": ""T3""}"
S0012821X13007309-1691	1	MeasuredProperty	151	156	T3	thick	"{""HasQuantity"": ""T1""}"
S0012821X13007309-1691	2	Quantity	333	343	T4	Up to 20 m	"{""unit"": ""m"", ""mods"": [""IsApproximate""]}"
S0012821X13007309-1691	2	MeasuredEntity	408	433	T5	organic-rich shale layers	"{""HasQuantity"": ""T4""}"
S0012821X13007309-1691	2	Qualifier	391	407	T7	centimetre scale	"{""Qualifies"": ""T5""}"
S0012821X13007309-1691	3	Quantity	537	553	T8	∼−25.9 to −26.5‰	"{""unit"": ""\u2030"", ""mods"": [""IsRange"", ""IsApproximate""]}"
S0012821X13007309-1691	3	MeasuredEntity	462	476	T9	δ13Corg record	"{""HasProperty"": ""T10""}"
S0012821X13007309-1691	3	MeasuredProperty	503	520	T10	background values	"{""HasQuantity"": ""T8""}"
S0012821X13007309-1691	4	Quantity	609	611	T11	4‰	"{""unit"": ""\u2030""}"
S0012821X13007309-1691	4	MeasuredEntity	596	603	T12	δ13Corg	"{""HasProperty"": ""T13""}"
S0012821X13007309-1691	4	MeasuredProperty	612	617	T13	shift	"{""HasQuantity"": ""T11""}"
S0012821X13007309-1691	5	Quantity	619	634	T14	−27.2 to −23.1‰	"{""unit"": ""\u2030"", ""mods"": [""IsRange""]}"
S0012821X13007309-1691	5	MeasuredEntity	596	603	T15	δ13Corg	"{""HasProperty"": ""T16""}"
S0012821X13007309-1691	6	Quantity	653	659	T17	<0.5 m	"{""unit"": ""m""}"
S0012821X13007309-1691	6	MeasuredEntity	574	603	T18	positive excursion in δ13Corg	"{""HasProperty"": ""T19""}"
