docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167880913001229-1021	1	Quantity	25	30	T1	12.4%	"{""unit"": ""%""}"
S0167880913001229-1021	1	MeasuredEntity	1	11	T2	SOC stocks	"{""HasProperty"": ""T3""}"
S0167880913001229-1021	1	MeasuredProperty	12	20	T3	decrease	"{""HasQuantity"": ""T1""}"
S0167880913001229-1021	1	Qualifier	31	44	T4	in Costa Rica	"{""Qualifies"": ""T1""}"
S0167880913001229-1021	1	Qualifier	68	101	T5	after establishment of coffee AFS	"{""Qualifies"": ""T1""}"
S0167880913001229-1021	2	Quantity	49	54	T6	0.13%	"{""unit"": ""%""}"
S0167880913001229-1021	2	MeasuredEntity	1	11	T7	SOC stocks	"{""HasProperty"": ""T8""}"
S0167880913001229-1021	2	MeasuredProperty	12	20	T8	decrease	"{""HasQuantity"": ""T6""}"
S0167880913001229-1021	2	Qualifier	55	67	T9	in Nicaragua	"{""Qualifies"": ""T6""}"
S0167880913001229-1021	2	Qualifier	68	101	T10	after establishment of coffee AFS	"{""Qualifies"": ""T6""}"
S0167880913001229-1021	3	Quantity	135	140	T11	10 cm	"{""unit"": ""cm""}"
S0167880913001229-1021	3	MeasuredEntity	144	148	T12	soil	"{""HasProperty"": ""T13""}"
S0167880913001229-1021	3	Qualifier	131	134	T14	top	"{""Qualifies"": ""T11""}"
S0167880913001229-1021	4	Quantity	180	188	T15	20–40 cm	"{""unit"": ""cm"", ""mods"": [""IsRange""]}"
S0167880913001229-1021	4	MeasuredEntity	144	148	T16	soil	"{""HasProperty"": ""T17""}"
S0167880913001229-1021	5	Quantity	238	245	T18	0–10 cm	"{""unit"": ""cm"", ""mods"": [""IsRange""]}"
S0167880913001229-1021	5	MeasuredEntity	246	249	T19	SOC	"{""HasProperty"": ""T20""}"
S0167880913001229-1021	5	MeasuredProperty	226	234	T20	increase	"{""HasQuantity"": ""T18""}"
