docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S1750583613004192-1267	1	Quantity	314	327	T1	a few percent	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S1750583613004192-1267	1	MeasuredProperty	289	299	T2	saturation	"{""HasQuantity"": ""T1""}"
S1750583613004192-1267	1	Qualifier	304	313	T3	less than	"{""Qualifies"": ""T1""}"
S1750583613004192-1267	2	Quantity	433	454	T1	around thirty percent	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S1750583613004192-1267	2	MeasuredProperty	386	400	T2	gas saturation	"{""HasQuantity"": ""T1""}"
S1750583613004192-1267	3	Quantity	440	454	T1	thirty percent	"{""unit"": ""%""}"
S1750583613004192-1267	3	MeasuredProperty	390	400	T2	saturation	"{""HasQuantity"": ""T1""}"
S1750583613004192-1267	3	Qualifier	480	490	T3	much above	"{""Qualifies"": ""T1""}"
S1750583613004192-1267	4	Quantity	597	600	T1	80%	"{""unit"": ""%""}"
S1750583613004192-1267	4	MeasuredProperty	601	615	T2	gas saturation	"{""HasQuantity"": ""T1""}"
S1750583613004192-1267	4	MeasuredEntity	649	663	T3	Sleipner plume	"{""HasProperty"": ""T2""}"
S1750583613004192-1267	4	Qualifier	624	640	T4	commonly assumed	"{""Qualifies"": ""T1""}"
S1750583613004192-1267	5	Quantity	893	896	T1	40%	"{""unit"": ""%""}"
S1750583613004192-1267	5	MeasuredProperty	827	842	T2	mean saturation	"{""HasQuantity"": ""T1""}"
S1750583613004192-1267	5	MeasuredEntity	851	856	T3	plume	"{""HasProperty"": ""T2""}"
S1750583613004192-1267	5	Qualifier	862	873	T4	lower limit	"{""Qualifies"": ""T1""}"
