docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S175058361300203X-1542	1	Quantity	126	134	T1	34–38 °C	"{""unit"": ""\u00b0C"", ""mods"": [""IsRange""]}"
S175058361300203X-1542	1	MeasuredEntity	46	77	T2	sandstones saturated with brine	"{""HasQuantity"": ""T1""}"
S175058361300203X-1542	1	MeasuredProperty	97	109	T3	temperatures	"{""HasQuantity"": ""T1""}"
S175058361300203X-1542	1	Qualifier	110	125	T4	in the range of	"{""Qualifies"": ""T1""}"
S175058361300203X-1542	2	Quantity	459	474	T5	less than 5 m/s	"{""unit"": ""m/s"", ""mods"": [""IsApproximate""]}"
S175058361300203X-1542	3	Quantity	383	386	T8	50%	"{""unit"": ""%""}"
S175058361300203X-1542	3	MeasuredEntity	440	449	T9	scenarios	"{""HasQuantity"": ""T8""}"
S175058361300203X-1542	3	MeasuredProperty	387	401	T10	CO2 saturation	"{""HasQuantity"": ""T8""}"
S175058361300203X-1542	4	Quantity	512	515	T11	±5%	"{""unit"": ""%"", ""mods"": [""HasTolerance""]}"
S175058361300203X-1542	4	MeasuredEntity	548	573	T12	petrophysical experiments	"{""HasQuantity"": ""T11""}"
S175058361300203X-1542	4	MeasuredProperty	516	539	T13	error in CO2 saturation	"{""HasQuantity"": ""T11""}"
S175058361300203X-1542	4	Qualifier	492	505	T14	uncertainties	"{""Qualifies"": ""T12""}"
S175058361300203X-1542	5	Quantity	646	653	T15	±70 m/s	"{""unit"": ""m/s"", ""mods"": [""HasTolerance""]}"
S175058361300203X-1542	5	MeasuredEntity	548	573	T12	petrophysical experiments	"{""HasQuantity"": ""T15""}"
S175058361300203X-1542	5	MeasuredProperty	657	659	T16	Vp	"{""HasQuantity"": ""T15""}"
S175058361300203X-1542	6	Quantity	776	788	T17	34 and 38 °C	"{""unit"": ""\u00b0C"", ""mods"": [""IsList""]}"
S175058361300203X-1542	6	MeasuredEntity	753	774	T18	temperature scenarios	"{""HasQuantity"": ""T17""}"
S175058361300203X-1542	6	MeasuredProperty	753	764	T19	temperature	"{""HasQuantity"": ""T17""}"
