docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0019103513005058-4175	1	Quantity	141	157	T1	1.0–1.7 wt.% SO4	"{""unit"": ""wt.% SO4"", ""mods"": [""IsRange""]}"
S0019103513005058-4175	1	MeasuredEntity	126	139	T2	nominal range	"{""HasQuantity"": ""T1""}"
S0019103513005058-4175	2	Quantity	178	202	T4	1.3 wt.% soluble sulfate	"{""unit"": ""wt.%""}"
S0019103513005058-4175	2	MeasuredEntity	219	239	T5	Phoenix landing site	"{""HasQuantity"": ""T4""}"
S0019103513005058-4175	2	MeasuredProperty	187	202	T6	soluble sulfate	"{""HasQuantity"": ""T4""}"
S0019103513005058-4175	3	Quantity	314	337	T7	∼6.8 wt.% sulfur as SO3	"{""unit"": ""wt.%"", ""mods"": [""IsApproximate""]}"
S0019103513005058-4175	3	MeasuredEntity	354	365	T8	global soil	"{""HasQuantity"": ""T7""}"
S0019103513005058-4175	3	MeasuredProperty	324	337	T9	sulfur as SO3	"{""HasQuantity"": ""T7""}"
S0019103513005058-4175	4	Quantity	339	349	T10	2.7 wt.% S	"{""unit"": ""wt.% S""}"
S0019103513005058-4175	4	MeasuredEntity	354	365	T11	global soil	"{""HasQuantity"": ""T10""}"
S0019103513005058-4175	4	MeasuredProperty	334	335	T12	S	"{""HasQuantity"": ""T10""}"
S0019103513005058-4175	5	Quantity	592	601	T13	∼4.4 wt.%	"{""unit"": ""wt.%"", ""mods"": [""IsApproximate""]}"
S0019103513005058-4175	5	MeasuredEntity	549	588	T14	top few tens of centimeters of the soil	"{""HasQuantity"": ""T13""}"
S0019103513005058-4175	5	MeasuredProperty	527	541	T15	sulfur content	"{""HasQuantity"": ""T13""}"
S0019103513005058-4175	5	Qualifier	602	651	T16	inferred from Gamma Ray Spectrometer measurements	"{""Qualifies"": ""T14""}"
S0019103513005058-4175	6	Quantity	737	741	T17	0.1%	"{""unit"": ""%""}"
S0019103513005058-4175	6	MeasuredEntity	806	836	T18	volcanic emission rate on Mars	"{""HasQuantity"": ""T17""}"
S0019103513005058-4175	7	Quantity	837	843	T21	1–2 Ga	"{""unit"": ""Ga"", ""mods"": [""IsRange""]}"
