docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S016412121300188X-4545	1	Quantity	37	41	T1	five	"{""mods"": [""IsCount""]}"
S016412121300188X-4545	1	MeasuredEntity	50	58	T2	clusters	"{""HasQuantity"": ""T1""}"
S016412121300188X-4545	2	Quantity	449	454	T4	11.4%	"{""unit"": ""%""}"
S016412121300188X-4545	2	MeasuredEntity	402	409	T5	cluster	"{""HasProperty"": ""T6""}"
S016412121300188X-4545	2	MeasuredProperty	432	436	T6	size	"{""HasQuantity"": ""T4""}"
S016412121300188X-4545	3	Quantity	458	462	T7	2.4%	"{""unit"": ""%""}"
S016412121300188X-4545	3	MeasuredEntity	402	409	T8	cluster	"{""HasProperty"": ""T9""}"
S016412121300188X-4545	3	MeasuredProperty	432	436	T9	size	"{""HasQuantity"": ""T7""}"
S016412121300188X-4545	4	Quantity	621	632	T10	30 vertices	"{""unit"": ""vertices"", ""mods"": [""IsCount""]}"
S016412121300188X-4545	4	MeasuredEntity	580	588	T11	clusters	"{""HasProperty"": ""T12""}"
S016412121300188X-4545	5	Quantity	605	617	T13	less than 2%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S016412121300188X-4545	5	MeasuredEntity	580	588	T14	clusters	"{""HasProperty"": ""T15""}"
S016412121300188X-4545	5	MeasuredProperty	637	641	T15	size	"{""HasQuantity"": ""T13""}"
