docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X13002185-994	1	Quantity	81	89	T1	∼33.7 Ma	"{""unit"": ""Ma"", ""mods"": [""IsApproximate""]}"
S0012821X13002185-994	2	Quantity	368	377	T4	up to 40%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0012821X13002185-994	2	MeasuredEntity	307	314	T5	diatoms	"{""HasQuantity"": ""T4""}"
S0012821X13002185-994	3	Quantity	895	899	T7	0.6‰	"{""unit"": ""\u2030""}"
S0012821X13002185-994	3	MeasuredProperty	915	920	T9	δ30Si	"{""HasQuantity"": ""T7""}"
S0012821X13002185-994	3	Qualifier	900	904	T10	rise	"{""Qualifies"": ""T7""}"
S0012821X13002185-994	4	Quantity	1078	1082	T11	1.5‰	"{""unit"": ""\u2030""}"
S0012821X13002185-994	4	MeasuredEntity	1094	1100	T12	sponge	"{""HasProperty"": ""T13""}"
S0012821X13002185-994	4	MeasuredProperty	1101	1106	T13	δ30Si	"{""HasQuantity"": ""T11""}"
S0012821X13002185-994	4	Qualifier	1083	1090	T14	decline	"{""Qualifies"": ""T11""}"
S0012821X13002185-994	5	Quantity	1308	1316	T15	∼31.5 Ma	"{""unit"": ""Ma"", ""mods"": [""IsApproximate""]}"
S0012821X13002185-994	5	Qualifier	1298	1304	T18	peaked	"{""Qualifies"": ""T15""}"
