docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0167577X13006393-787	1	Quantity	118	122	T1	1.37	"{""unit"": ""ratio"", ""mods"": []}"
S0167577X13006393-787	1	MeasuredEntity	40	56	T2	HA nanoparticles	"{""HasQuantity"": ""T1""}"
S0167577X13006393-787	1	MeasuredProperty	107	117	T3	Ca/P ratio	"{""HasQuantity"": ""T1""}"
S0167577X13006393-787	1	Qualifier	85	105	T4	deficient in calcium	"{""Qualifies"": ""T2""}"
S0167577X13006393-787	2	Quantity	278	282	T5	1.67	"{""unit"": ""ratio"", ""mods"": []}"
S0167577X13006393-787	2	MeasuredEntity	263	270	T6	pure HA	"{""HasQuantity"": ""T5""}"
S0167577X13006393-787	2	MeasuredProperty	272	277	T7	ratio	"{""HasQuantity"": ""T5""}"
S0167577X13006393-787	3	Quantity	183	190	T8	1200 °C	"{""unit"": ""\u00b0C"", ""mods"": []}"
S0167577X13006393-787	3	MeasuredEntity	152	168	T9	HA decomposition	"{""HasQuantity"": ""T8""}"
S0167577X13006393-787	3	MeasuredProperty	239	250	T10	temperature	"{""HasQuantity"": ""T8""}"
S0167577X13006393-787	3	Qualifier	176	182	T11	before	"{""Qualifies"": ""T8""}"
