docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0032386113005454-2055	1	Quantity	232	247	T1	60 × 10 × 3 mm3	"{""unit"": ""mm\u00b3"", ""mods"": [""IsList""]}"
S0032386113005454-2055	1	MeasuredEntity	217	231	T2	test specimens	"{""HasQuantity"": ""T1""}"
S0032386113005454-2055	1	MeasuredProperty	251	255	T3	size	"{""HasQuantity"": ""T1""}"
S0032386113005454-2055	2	Quantity	288	305	T4	−100 °C to 200 °C	"{""unit"": ""\u00b0C"", ""mods"": [""IsRange""]}"
S0032386113005454-2055	2	MeasuredEntity	261	278	T5	temperature range	"{""HasQuantity"": ""T4""}"
S0032386113005454-2055	3	Quantity	329	337	T6	4 °C/min	"{""unit"": ""\u00b0C/min""}"
S0032386113005454-2055	3	MeasuredEntity	313	325	T7	heating rate	"{""HasQuantity"": ""T6""}"
S0032386113005454-2055	4	Quantity	866	871	T8	0.725	"{""mods"": [""IsCount""]}"
S0032386113005454-2055	5	Quantity	1008	1017	T10	1.20 g/m3	"{""unit"": ""g/m\u00b3""}"
S0032386113005454-2055	5	Quantity	1021	1026	T11	20 °C	"{""unit"": ""\u00b0C""}"
S0032386113005454-2055	5	Qualifier	941	960	T13	at room temperature	"{""Qualifies"": ""T12""}"
S0032386113005454-2055	5	MeasuredEntity	922	927	T14	epoxy	"{""HasProperty"": ""T12""}"
