docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0378383911001669-2260	1	Quantity	377	383	T1	1.3 mm	"{""unit"": ""mm"", ""mods"": []}"
S0378383911001669-2260	1	MeasuredEntity	436	441	T2	beach	"{""HasQuantity"": ""T1""}"
S0378383911001669-2260	1	MeasuredProperty	353	373	T3	equivalent roughness	"{""HasQuantity"": ""T1""}"
S0378383911001669-2260	2	Quantity	388	394	T4	8.4 mm	"{""unit"": ""mm"", ""mods"": []}"
S0378383911001669-2260	2	MeasuredEntity	436	441	T5	beach	"{""HasQuantity"": ""T4""}"
S0378383911001669-2260	2	MeasuredProperty	353	373	T6	equivalent roughness	"{""HasQuantity"": ""T4""}"
S0378383911001669-2260	3	Quantity	445	462	T7	approximately 50%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0378383911001669-2260	3	MeasuredEntity	483	499	T8	friction factors	"{""HasQuantity"": ""T7""}"
S0378383911001669-2260	4	Quantity	846	853	T9	0.072 m	"{""unit"": ""m"", ""mods"": []}"
S0378383911001669-2260	4	MeasuredEntity	858	872	T10	boundary layer	"{""HasQuantity"": ""T9""}"
S0378383911001669-2260	5	Quantity	1006	1013	T12	2.377 m	"{""unit"": ""m"", ""mods"": []}"
