docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0165587612003680-998	1	Quantity	403	408	T1	54.3%	"{""unit"": ""%"", ""mods"": []}"
S0165587612003680-998	1	MeasuredProperty	333	349	T3	culture-positive	"{""HasQuantity"": ""T1""}"
S0165587612003680-998	2	Quantity	413	418	T4	14.3%	"{""unit"": ""%"", ""mods"": []}"
S0165587612003680-998	2	MeasuredEntity	395	401	T5	adults	"{""HasQuantity"": ""T4""}"
S0165587612003680-998	2	MeasuredProperty	333	349	T6	culture-positive	"{""HasQuantity"": ""T4""}"
S0165587612003680-998	3	Quantity	420	425	T7	82.9%	"{""unit"": ""%"", ""mods"": []}"
S0165587612003680-998	3	MeasuredProperty	351	368	T9	confocal-positive	"{""HasQuantity"": ""T7""}"
S0165587612003680-998	4	Quantity	430	435	T10	57.1%	"{""unit"": ""%"", ""mods"": []}"
S0165587612003680-998	4	MeasuredEntity	395	401	T11	adults	"{""HasQuantity"": ""T10""}"
S0165587612003680-998	4	MeasuredProperty	351	368	T12	confocal-positive	"{""HasQuantity"": ""T10""}"
S0165587612003680-998	5	Quantity	441	446	T13	67.9%	"{""unit"": ""%"", ""mods"": []}"
S0165587612003680-998	5	MeasuredProperty	374	389	T15	biofilm results	"{""HasQuantity"": ""T13""}"
S0165587612003680-998	6	Quantity	451	453	T16	0%	"{""unit"": ""%"", ""mods"": []}"
S0165587612003680-998	6	MeasuredEntity	395	401	T17	adults	"{""HasQuantity"": ""T16""}"
S0165587612003680-998	6	MeasuredProperty	374	389	T18	biofilm results	"{""HasQuantity"": ""T16""}"
S0165587612003680-998	7	Quantity	567	571	T19	0.02	"{""unit"": """"}"
S0165587612003680-998	7	MeasuredEntity	488	508	T20	presence of biofilms	"{""HasQuantity"": ""T19""}"
S0165587612003680-998	7	MeasuredProperty	517	541	T21	statistical significance	"{""HasQuantity"": ""T19""}"
S0165587612003680-998	7	Qualifier	543	562	T22	Fisher's exact test	"{""Qualifies"": ""T19""}"
