docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0012821X12004384-1265	1	Quantity	11	13	T1	71	"{""mods"": [""IsCount""], ""unit"": ""count""}"
S0012821X12004384-1265	1	MeasuredEntity	14	32	T2	palynology samples	"{""HasQuantity"": ""T1""}"
S0012821X12004384-1265	1	MeasuredProperty	2	7	T3	total	"{""HasQuantity"": ""T1""}"
S0012821X12004384-1265	2	Quantity	512	519	T4	1/100th	"{""mods"": [""IsCount""], ""unit"": ""fraction""}"
S0012821X12004384-1265	2	MeasuredEntity	465	470	T5	slide	"{""HasQuantity"": ""T4""}"
S0012821X12004384-1265	3	Quantity	594	597	T7	5 g	"{""unit"": ""g""}"
S0012821X12004384-1265	3	MeasuredEntity	533	541	T8	material	"{""HasQuantity"": ""T7""}"
S0012821X12004384-1265	3	MeasuredProperty	563	577	T9	initial weight	"{""HasQuantity"": ""T7""}"
S0012821X12004384-1265	4	Quantity	689	695	T10	0.05 g	"{""unit"": ""g""}"
S0012821X12004384-1265	4	MeasuredEntity	601	615	T11	dried sediment	"{""HasQuantity"": ""T10""}"
S0012821X12004384-1265	4	MeasuredProperty	685	695	T12	per 0.05 g	"{""HasQuantity"": ""T10""}"
S0012821X12004384-1265	5	Quantity	1116	1123	T13	>250 μm	"{""unit"": ""\u03bcm"", ""mods"": [""IsApproximate""]}"
S0012821X12004384-1265	5	MeasuredEntity	1101	1110	T14	fractions	"{""HasQuantity"": ""T13""}"
S0012821X12004384-1265	5	MeasuredProperty	1096	1100	T15	size	"{""HasQuantity"": ""T13""}"
S0012821X12004384-1265	6	Quantity	1192	1196	T16	>90%	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0012821X12004384-1265	6	MeasuredEntity	1201	1231	T17	amorphous organic matter (AOM)	"{""HasQuantity"": ""T16""}"
S0012821X12004384-1265	6	MeasuredProperty	1181	1190	T18	dominated	"{""HasQuantity"": ""T16""}"
S0012821X12004384-1265	7	Quantity	1291	1302	T19	20 and 60 g	"{""unit"": ""g"", ""mods"": [""IsRange""]}"
S0012821X12004384-1265	7	MeasuredEntity	1262	1282	T20	Foraminifera samples	"{""HasQuantity"": ""T19""}"
S0012821X12004384-1265	7	MeasuredProperty	1326	1335	T21	processed	"{""HasQuantity"": ""T19""}"
