docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0960148113005727-855	1	Quantity	174	184	T1	1.6 ± 0.2%	"{""unit"": ""%"", ""mods"": [""IsMeanHasSD""]}"
S0960148113005727-855	1	MeasuredEntity	142	155	T2	Wind turbines	"{""HasQuantity"": ""T1""}"
S0960148113005727-855	1	MeasuredProperty	194	200	T3	output	"{""HasQuantity"": ""T1""}"
S0960148113005727-855	1	Qualifier	201	209	T4	per year	"{""Qualifies"": ""T1""}"
S0960148113005727-855	2	Quantity	252	257	T5	28.5%	"{""unit"": ""%""}"
S0960148113005727-855	2	MeasuredEntity	224	236	T6	load factors	"{""HasQuantity"": ""T5""}"
S0960148113005727-855	2	MeasuredProperty	216	236	T7	average load factors	"{""HasQuantity"": ""T5""}"
S0960148113005727-855	3	Quantity	270	273	T8	21%	"{""unit"": ""%""}"
S0960148113005727-855	3	MeasuredEntity	224	236	T9	load factors	"{""HasQuantity"": ""T8""}"
S0960148113005727-855	3	MeasuredProperty	216	236	T10	average load factors	"{""HasQuantity"": ""T8""}"
S0960148113005727-855	4	Quantity	439	442	T11	12%	"{""unit"": ""%""}"
S0960148113005727-855	4	MeasuredEntity	415	435	T12	a wind farm's output	"{""HasQuantity"": ""T11""}"
S0960148113005727-855	4	MeasuredProperty	395	406	T13	degradation	"{""HasQuantity"": ""T11""}"
S0960148113005727-855	5	Quantity	520	522	T14	9%	"{""unit"": ""%""}"
S0960148113005727-855	5	MeasuredEntity	483	516	T15	the levelised cost of electricity	"{""HasQuantity"": ""T14""}"
