docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S1750583613004192-1126	1	Quantity	391	395	T1	1 km	"{""unit"": ""km""}"
S1750583613004192-1126	1	MeasuredEntity	406	413	T2	surface	"{""HasQuantity"": ""T1""}"
S1750583613004192-1126	1	Qualifier	396	413	T3	below the surface	"{""Qualifies"": ""T2""}"
S1750583613004192-1126	2	Quantity	418	424	T4	200 km	"{""unit"": ""km""}"
S1750583613004192-1126	2	MeasuredEntity	434	439	T5	coast	"{""HasQuantity"": ""T4""}"
S1750583613004192-1126	2	Qualifier	425	439	T6	from the coast	"{""Qualifies"": ""T5""}"
S1750583613004192-1126	3	Quantity	490	497	T7	1 Mt/yr	"{""unit"": ""Mt/yr""}"
S1750583613004192-1126	3	MeasuredEntity	510	513	T8	CO2	"{""HasQuantity"": ""T7""}"
S1750583613004192-1126	3	Qualifier	501	509	T9	captured	"{""Qualifies"": ""T8""}"
S1750583613004192-1126	4	Quantity	675	686	T10	three years	"{""unit"": ""years"", ""mods"": [""IsCount""]}"
S1750583613004192-1126	4	Qualifier	640	674	T12	to reach the top seal in less than	"{""Qualifies"": ""T10""}"
S1750583613004192-1126	5	Quantity	731	752	T13	eight seismic surveys	"{""mods"": [""IsCount""]}"
S1750583613004192-1126	5	MeasuredEntity	692	708	T14	plume's progress	"{""HasQuantity"": ""T13""}"
S1750583613004192-1126	6	Quantity	839	859	T15	nine thin CO2 layers	"{""mods"": [""IsCount""]}"
S1750583613004192-1126	6	MeasuredEntity	826	835	T16	spreading	"{""HasQuantity"": ""T15""}"
S1750583613004192-1126	7	Quantity	1682	1693	T17	1 km of ice	"{""unit"": ""km""}"
S1750583613004192-1126	7	MeasuredEntity	1615	1625	T18	ice sheets	"{""HasQuantity"": ""T17""}"
S1750583613004192-1126	7	Qualifier	1659	1681	T19	unloaded approximately	"{""Qualifies"": ""T17""}"
