docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S037842901300244X-1654	1	Quantity	248	251	T1	50%	"{""mods"": [""IsCount""]}"
S037842901300244X-1654	1	MeasuredEntity	259	265	T2	plants	"{""HasQuantity"": ""T1""}"
S037842901300244X-1654	1	MeasuredProperty	182	196	T3	flowering time	"{""HasQuantity"": ""T1""}"
S037842901300244X-1654	2	Quantity	399	404	T4	g m−2	"{""unit"": ""g m\u22122""}"
S037842901300244X-1654	2	MeasuredEntity	378	391	T5	panicle yield	"{""HasQuantity"": ""T4""}"
S037842901300244X-1654	2	MeasuredProperty	393	396	T6	HYD	"{""HasQuantity"": ""T4""}"
S037842901300244X-1654	3	Quantity	683	686	T7	100	"{""mods"": [""IsCount""]}"
S037842901300244X-1654	3	MeasuredEntity	608	613	T8	hills	"{""HasQuantity"": ""T7""}"
S037842901300244X-1654	4	Quantity	767	769	T10	67	"{""mods"": [""IsCount""]}"
S037842901300244X-1654	4	MeasuredEntity	723	736	T11	Striga plants	"{""HasQuantity"": ""T10""}"
S037842901300244X-1654	5	Quantity	771	774	T12	101	"{""mods"": [""IsCount""]}"
S037842901300244X-1654	5	MeasuredEntity	723	736	T13	Striga plants	"{""HasQuantity"": ""T12""}"
S037842901300244X-1654	6	Quantity	779	782	T14	121	"{""mods"": [""IsCount""]}"
S037842901300244X-1654	6	MeasuredEntity	723	736	T15	Striga plants	"{""HasQuantity"": ""T14""}"
S037842901300244X-1654	7	Quantity	249	250	T16	0	"{""mods"": [""IsCount""]}"
S037842901300244X-1654	8	Quantity	249	250	T18	0	"{""mods"": [""IsCount""]}"
