docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S016412121300188X-3207	1	Quantity	343	346	T1	89%	"{""unit"": ""%""}"
S016412121300188X-3207	1	MeasuredEntity	354	362	T2	programs	"{""HasQuantity"": ""T1""}"
S016412121300188X-3207	2	Quantity	425	428	T4	10%	"{""unit"": ""%""}"
S016412121300188X-3207	2	MeasuredEntity	444	464	T5	program's statements	"{""HasQuantity"": ""T4""}"
S016412121300188X-3207	3	Quantity	511	517	T7	20KLoC	"{""unit"": ""KLoC""}"
S016412121300188X-3207	3	MeasuredEntity	490	498	T8	programs	"{""HasQuantity"": ""T7""}"
S016412121300188X-3207	3	MeasuredProperty	478	482	T9	size	"{""HasQuantity"": ""T7""}"
S016412121300188X-3207	4	Quantity	640	643	T10	40%	"{""unit"": ""%""}"
S016412121300188X-3207	4	MeasuredEntity	651	659	T11	programs	"{""HasQuantity"": ""T10""}"
S016412121300188X-3207	5	Quantity	704	708	T13	half	"{""unit"": """"}"
S016412121300188X-3207	5	MeasuredEntity	651	658	T14	program	"{""HasQuantity"": ""T13""}"
