docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0038071711004354-1624	1	Quantity	112	123	T1	150 cm long	"{""unit"": ""cm""}"
S0038071711004354-1624	1	Quantity	125	136	T2	100 cm wide	"{""unit"": ""cm""}"
S0038071711004354-1624	1	Quantity	166	171	T3	15 cm	"{""unit"": ""cm""}"
S0038071711004354-1624	1	MeasuredEntity	100	108	T4	mesocosm	"{""HasQuantity"": ""T3""}"
S0038071711004354-1624	1	MeasuredProperty	152	162	T7	soil depth	"{""HasQuantity"": ""T3""}"
S0038071711004354-1624	2	Quantity	322	347	T8	approximately four months	"{""unit"": ""months"", ""mods"": [""IsApproximate""]}"
S0038071711004354-1624	2	MeasuredProperty	299	317	T10	growing conditions	"{""HasQuantity"": ""T8""}"
S0038071711004354-1624	4	Quantity	528	533	T14	30 cm	"{""unit"": ""cm""}"
S0038071711004354-1624	4	MeasuredEntity	488	505	T15	reference chamber	"{""HasQuantity"": ""T14""}"
S0038071711004354-1624	4	MeasuredProperty	534	542	T16	distance	"{""HasQuantity"": ""T14""}"
