docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0301010413004096-767	1	Quantity	153	168	T1	∼−2 and 500 meV	"{""unit"": ""meV"", ""mods"": [""IsRange"", ""IsApproximate""]}"
S0301010413004096-767	1	MeasuredEntity	128	144	T2	energy transfers	"{""HasQuantity"": ""T1""}"
S0301010413004096-767	2	Quantity	211	219	T3	∼1% ΔE/E	"{""unit"": ""%"", ""mods"": [""IsApproximate""]}"
S0301010413004096-767	2	MeasuredEntity	185	190	T4	TOSCA	"{""HasQuantity"": ""T3""}"
S0301010413004096-767	2	MeasuredProperty	197	207	T5	resolution	"{""HasQuantity"": ""T3""}"
S0301010413004096-767	3	Quantity	256	262	T6	∼2.5 g	"{""unit"": ""g"", ""mods"": [""IsApproximate""]}"
S0301010413004096-767	3	MeasuredEntity	235	254	T7	desolvated NOTT-300	"{""HasQuantity"": ""T6""}"
S0301010413004096-767	4	Quantity	387	396	T8	10−7 mbar	"{""unit"": ""mbar""}"
S0301010413004096-767	4	MeasuredEntity	303	309	T9	sample	"{""HasQuantity"": ""T8""}"
S0301010413004096-767	5	Quantity	401	407	T10	120 °C	"{""unit"": ""\u00b0C""}"
S0301010413004096-767	5	MeasuredEntity	303	309	T11	sample	"{""HasQuantity"": ""T10""}"
S0301010413004096-767	6	Quantity	412	417	T12	1 day	"{""unit"": ""day""}"
S0301010413004096-767	6	MeasuredEntity	364	370	T13	sample	"{""HasQuantity"": ""T12""}"
S0301010413004096-767	7	Quantity	579	588	T14	5 ± 0.2 K	"{""unit"": ""K"", ""mods"": [""IsMeanHasSD""]}"
S0301010413004096-767	8	Quantity	615	620	T16	99.5%	"{""unit"": ""%""}"
S0301010413004096-767	8	MeasuredEntity	606	613	T17	para-H2	"{""HasQuantity"": ""T16""}"
S0301010413004096-767	9	Quantity	654	661	T18	40–50 K	"{""unit"": ""K"", ""mods"": [""IsRange""]}"
S0301010413004096-767	9	MeasuredEntity	611	613	T19	H2	"{""HasQuantity"": ""T18""}"
S0301010413004096-767	10	Quantity	762	765	T20	5 K	"{""unit"": ""K""}"
S0301010413004096-767	10	MeasuredEntity	735	746	T21	temperature	"{""HasQuantity"": ""T20""}"
