docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S0960148113005727-1466	1	Quantity	36	42	T1	100 MW	"{""unit"": ""MW""}"
S0960148113005727-1466	1	MeasuredEntity	43	52	T2	wind farm	"{""HasQuantity"": ""T1""}"
S0960148113005727-1466	1	MeasuredProperty	4	30	T3	cumulative lifetime output	"{""HasQuantity"": ""T1""}"
S0960148113005727-1466	2	Quantity	60	65	T4	28.5%	"{""unit"": ""%"", ""mods"": [""IsMean""]}"
S0960148113005727-1466	2	MeasuredEntity	66	77	T5	load factor	"{""HasQuantity"": ""T4""}"
S0960148113005727-1466	3	Quantity	87	95	T6	4.99 TWh	"{""unit"": ""TWh""}"
S0960148113005727-1466	3	MeasuredEntity	15	30	T7	lifetime output	"{""HasQuantity"": ""T6""}"
S0960148113005727-1466	4	Quantity	101	109	T8	20 years	"{""unit"": ""years""}"
S0960148113005727-1466	4	MeasuredEntity	15	23	T9	lifetime	"{""HasQuantity"": ""T8""}"
S0960148113005727-1466	5	Quantity	165	177	T10	−0.41 points	"{""unit"": ""points""}"
S0960148113005727-1466	5	MeasuredEntity	134	161	T11	linear annual deterioration	"{""HasQuantity"": ""T10""}"
S0960148113005727-1466	6	Quantity	231	239	T12	4.37 TWh	"{""unit"": ""TWh""}"
S0960148113005727-1466	6	MeasuredEntity	204	219	T13	lifetime output	"{""HasQuantity"": ""T12""}"
S0960148113005727-1466	7	Quantity	251	256	T14	12.5%	"{""unit"": ""%""}"
S0960148113005727-1466	7	MeasuredEntity	243	247	T15	fall	"{""HasQuantity"": ""T14""}"
S0960148113005727-1466	8	Quantity	512	515	T16	10%	"{""unit"": ""%""}"
S0960148113005727-1466	8	MeasuredEntity	495	508	T17	discount rate	"{""HasQuantity"": ""T16""}"
S0960148113005727-1466	9	Quantity	576	578	T18	9%	"{""unit"": ""%""}"
S0960148113005727-1466	10	Quantity	585	602	T20	approximately £90	"{""unit"": ""\u00a3"", ""mods"": [""IsApproximate""]}"
S0960148113005727-1466	10	MeasuredEntity	553	572	T21	cost of electricity	"{""HasQuantity"": ""T20""}"
S0960148113005727-1466	11	Quantity	612	623	T22	£98 per MWh	"{""unit"": ""\u00a3 per MWh""}"
S0960148113005727-1466	11	MeasuredEntity	553	572	T23	cost of electricity	"{""HasQuantity"": ""T22""}"
