docId	annotSet	annotType	startOffset	endOffset	annotId	text	other
S2213158213000582-766	1	Quantity	27	33	T1	100 ms	"{""unit"": ""ms"", ""mods"": []}"
S2213158213000582-766	1	MeasuredEntity	34	42	T2	activity	"{""HasQuantity"": ""T1""}"
S2213158213000582-766	2	Quantity	83	100	T5	stronger activity	"{""mods"": []}"
S2213158213000582-766	2	MeasuredEntity	104	106	T3	HC	"{""HasProperty"": ""T4""}"
S2213158213000582-766	2	MeasuredProperty	34	42	T4	activity	"{""HasQuantity"": ""T5""}"
S2213158213000582-766	3	Quantity	83	100	T8	stronger activity	"{""mods"": []}"
S2213158213000582-766	3	MeasuredEntity	112	114	T6	SZ	"{""HasProperty"": ""T7""}"
S2213158213000582-766	3	MeasuredProperty	34	42	T7	activity	"{""HasQuantity"": ""T8""}"
S2213158213000582-766	4	Quantity	206	218	T11	effect sizes	"{""mods"": []}"
S2213158213000582-766	4	MeasuredEntity	223	228	T9	L-STG	"{""HasProperty"": ""T10""}"
S2213158213000582-766	4	MeasuredProperty	250	263	T10	M100 measures	"{""HasQuantity"": ""T11""}"
S2213158213000582-766	5	Quantity	206	218	T14	effect sizes	"{""mods"": []}"
S2213158213000582-766	5	MeasuredEntity	230	239	T12	R-Frontal	"{""HasProperty"": ""T13""}"
S2213158213000582-766	5	MeasuredProperty	250	263	T13	M100 measures	"{""HasQuantity"": ""T14""}"
S2213158213000582-766	6	Quantity	206	218	T17	effect sizes	"{""mods"": []}"
S2213158213000582-766	6	MeasuredEntity	244	249	T15	R-SFG	"{""HasProperty"": ""T16""}"
S2213158213000582-766	6	MeasuredProperty	250	263	T16	M100 measures	"{""HasQuantity"": ""T17""}"
